Scheme_ID,Budget_Crore,Allocated_Funds,Beneficiaries_Lakhs,Corruption_Cases,Fraud_Cases,Income_Criteria
SCM3564,720,33973,383.02,42,1,No Limit
SCM3565,20547,33885,19.71,36,13,Below 2L
SCM3566,33321,36187,258.28,5,0,Above 5L
SCM3567,19218,50307,164.14,21,1,No Limit
SCM3568,46699,25764,56.56,37,6,Above 5L
SCM3569,1058,30866,171.56,16,9,2L-5L
SCM3570,10300,70719,322.44,19,15,Below 2L
SCM3571,29418,33802,115.39,41,18,Below 2L
SCM3572,33630,22237,222.35,41,15,2L-5L
SCM3573,479370,58969,,40,11,No Limit
SCM3574,46565,51551,26.33,25,14,Below 2L
SCM3575,29940,80385,314.08,27,3,Above 5L
SCM3576,23004,73300,1547.3,49,7,Above 5L
SCM3577,18535,83619,483.21,44,9,Above 5L
SCM3578,47997,20771,149.07,7,5,Above 5L
SCM3579,32171,79353,209.53,42,1,Below 2L
SCM3580,41256,80138,201.88,6,15,No Limit
SCM3581,242910,17187,459.88,6,11,Above 5L
SCM3582,49512,90416,204.38,28,17,Below 2L
SCM3583,6846,51346,221.44,2,12,2L-5L
SCM3584,28584,14299,126.25,15,7,No Limit
SCM3585,38758,61560,0.68,12,8,2L-5L
SCM3586,6153,86326,55.31,49,8,Above 5L
SCM3587,34148,99481,351.97,17,8,Below 2L
SCM3588,16619,58088,341.28,43,6,Below 2L
SCM3589,40745,96655,161.33,12,19,2L-5L
,2645,21522,,30,4,Below 2L
SCM3591,14547,73897,743.8,2,13,Above 5L
SCM3592,30059,49417,365.49,29,17,Above 5L
SCM3593,11777,78003,421.27,2,12,Above 5L
SCM3594,8660,33055,449.56,25,13,No Limit
,3762,36296,87.02,1,14,2L-5L
SCM3596,48605,2722,347.54,38,5,Above 5L
SCM3597,13155,97224,481.51,33,14,No Limit
,39597,7161,325.34,37,5,2L-5L
SCM3599,12898,23037,175.55,12,11,Above 5L
SCM3600,4908,74797,318.01,10,,No Limit
SCM3601,8148,3099,344.24,36,1,No Limit
SCM3602,13207,95370,198.58,6,3,Above 5L
SCM3603,6620,61754,52.09,42,17,Above 5L
SCM3604,17028,45259,303.37,26,7,Below 2L
SCM3605,23601,25730,401.09,6,13,Above 5L
SCM3606,36291,45514,498.79,7,,Above 5L
SCM3607,29576,98680,111.61,35,16,No Limit
SCM3608,27048,29468,350.22,41,15,Below 2L
SCM3609,4583,8583,14.12,28,15,Above 5L
SCM3610,45395,14631,484.92,20,11,Below 2L
SCM3611,39987,57597,6.38,25,19,Below 2L
SCM3612,17581,51052,179.46,19,7,No Limit
SCM3613,10818,842,38.29,28,10,2L-5L
SCM3614,15473,65678,310.52,14,2,Above 5L
SCM3615,23344,10590,169.82,22,19,Below 2L
SCM3616,38303,45665,366.5,14,11,Above 5L
SCM3617,45223,51247,243.24,9,12,2L-5L
SCM3618,27729,21999,209.76,1,4,No Limit
SCM3619,31357,2928,871.6,47,5,No Limit
SCM3620,18427,30057,43.16,29,17,Below 2L
SCM3621,34587,13305,102.49,36,11,No Limit
SCM3622,5868,99427,319.59,26,15,Below 2L
SCM3623,24966,79552,248.43,16,0,Above 5L
SCM3624,44749,3343,35.14,2,11,No Limit
SCM3625,9266,85635,272.02,7,14,Below 2L
SCM3626,30843,46084,27.17,42,18,2L-5L
,16898,64748,255.91,36,13,2L-5L
SCM3628,9142,56674,482.48,48,4,Above 5L
SCM3629,12069,7122,153.74,3,15,2L-5L
SCM3630,7303,68093,361.78,23,10,No Limit
SCM3631,4741,81554,,28,11,Below 2L
SCM3632,28636,35226,202.49,7,,Below 2L
SCM3633,14474,42717,296.69,33,9,No Limit
SCM3634,14646,47737,236.08,47,15,No Limit
SCM3635,49993,98631,141.75,8,4,No Limit
SCM3636,14202,75100,377.4,16,11,2L-5L
SCM3637,33459,99464,351.44,9,0,Above 5L
SCM3638,33617,4483,450.28,23,4,Below 2L
SCM3639,35087,3724,309.1,44,11,Above 5L
SCM3640,9129,74650,194.42,21,,2L-5L
,47645,42645,357.03,16,5,2L-5L
SCM3642,11422,29185,309.56,30,4,Above 5L
SCM3643,44541,94636,308.35,43,19,2L-5L
SCM3644,41593,28490,424.93,8,18,No Limit
SCM3645,12754,15431,455.24,14,7,Above 5L
,10065,48064,90.2,41,7,Below 2L
SCM3647,7608,23700,157.09,29,,Below 2L
SCM3648,47959,3347,325.19,16,11,No Limit
SCM3649,35438,61149,278.65,6,18,Above 5L
SCM3650,22232,51114,326.2,45,18,No Limit
SCM3651,364,50960,216.56,44,14,Below 2L
SCM3652,16125,4494,206.28,25,18,Above 5L
SCM3653,46217,32089,58.92,1,16,No Limit
SCM3654,41441,5233,311.86,47,0,Below 2L
SCM3655,11588,56506,87.98,28,2,Below 2L
SCM3656,42226,94010,335.54,48,0,No Limit
SCM3657,43538,23504,483.54,5,13,2L-5L
SCM3658,488,50523,128.28,32,12,2L-5L
SCM3659,2171,77289,71.16,37,3,Above 5L
SCM3660,25070,5103,12.19,0,0,No Limit
SCM3661,47836,41333,189.48,9,9,No Limit
SCM3662,14554,44356,107.38,30,6,2L-5L
SCM3663,7940,96001,245.98,23,19,No Limit
SCM3664,29754,60841,262.2,7,5,No Limit
SCM3665,11949,93812,174.73,27,17,2L-5L
SCM3666,20503,23995,374.98,27,12,Above 5L
SCM3667,10531,18972,,47,1,Below 2L
SCM3668,22542,62788,105.84,43,10,Below 2L
SCM3669,6730,17952,418.17,45,6,No Limit
SCM3670,47836,15995,65.68,7,16,2L-5L
SCM3671,13108,17768,114.43,28,14,2L-5L
SCM3672,47587,72313,280.75,18,10,No Limit
SCM3673,2959,21414,153.36,28,1,Below 2L
SCM3674,2493,44497,20.95,14,10,No Limit
,29244,60682,147.51,30,,2L-5L
SCM3676,14191,36802,,4,8,No Limit
SCM3677,22555,43567,87.19,48,,No Limit
SCM3678,34918,92956,381.9,27,8,Above 5L
SCM3679,3221,69121,361.17,45,14,2L-5L
SCM3680,9216,42678,53.2,14,1,2L-5L
SCM3681,5071,80511,164.79,7,9,Above 5L
SCM3682,44635,38494,94.76,35,3,No Limit
SCM3683,29744,79286,11.67,31,5,2L-5L
SCM3684,24179,97844,86.6,38,12,Above 5L
SCM3685,28427,8196,100.87,38,3,2L-5L
,36222,50286,83.07,21,1,No Limit
SCM3687,37342,86013,45.64,4,12,Below 2L
SCM3688,3497,58226,263.2,9,9,2L-5L
SCM3689,39149,83886,161.39,30,6,Below 2L
SCM3690,12512,92543,454.13,36,4,No Limit
SCM3691,48619,43268,,22,3,No Limit
SCM3692,5621,31369,301.47,31,6,No Limit
SCM3693,29251,23809,450.32,23,9,Below 2L
SCM3694,3572,33308,23.69,3,10,Below 2L
SCM3695,5581,75515,258.19,42,11,Above 5L
SCM3696,39077,35686,225.39,37,17,Above 5L
SCM3697,19983,49540,464.4,14,19,Below 2L
SCM3698,23479,962,331.92,10,3,Above 5L
SCM3699,24365,3961,174.65,24,0,2L-5L
SCM3700,41491,81210,355.79,25,2,Below 2L
SCM3701,23756,61678,291.37,38,7,No Limit
SCM3702,9404,41811,173.65,36,3,2L-5L
SCM3703,21180,12771,392.65,35,11,Above 5L
SCM3704,46011,19054,334.12,32,16,Above 5L
SCM3705,43113,46972,2.81,47,4,No Limit
SCM3706,12545,33607,432.58,43,16,Above 5L
SCM3707,40414,9245,198.61,19,17,Below 2L
SCM3708,22957,10528,322.76,49,1,Below 2L
SCM3709,28994,82970,198.44,33,15,2L-5L
SCM3710,38670,12853,440.69,44,11,Above 5L
SCM3711,644,99891,325.45,11,8,No Limit
SCM3712,39520,53701,289.74,35,2,Above 5L
SCM3713,16152,54960,490.13,3,12,No Limit
SCM3714,27834,44697,140.39,12,1,No Limit
SCM3715,35496,53045,32.72,2,12,2L-5L
,36319,62914,258.05,16,15,Above 5L
SCM3717,41597,16254,212.07,6,2,No Limit
SCM3718,1536,21238,227.2,44,3,Below 2L
SCM3719,11107,35964,310.09,46,5,Below 2L
SCM3720,28441,49248,307.6,13,15,Below 2L
SCM3721,31114,50206,196.19,31,2,2L-5L
SCM3722,35930,57290,431.45,47,9,Below 2L
SCM3723,49511,50098,325.76,48,4,No Limit
,7651,52320,444.97,25,4,2L-5L
SCM3725,13213,48606,456.59,30,17,Below 2L
SCM3726,48531,52605,83.74,47,11,Below 2L
SCM3727,37279,90968,340.31,30,1,Above 5L
SCM3728,4941,95598,158.82,15,6,No Limit
SCM3729,40829,39443,418.23,0,8,No Limit
SCM3730,17202,42551,366.45,45,9,No Limit
SCM3731,38064,18010,99.45,33,,Below 2L
SCM3732,19211,85664,,25,14,Above 5L
SCM3733,11193,8481,,29,2,Above 5L
SCM3734,7646,84880,474.32,40,17,Above 5L
SCM3735,31899,50739,101.04,4,5,No Limit
SCM3736,21684,28906,434.87,23,5,Below 2L
SCM3737,19461,5469,334.07,9,4,Below 2L
SCM3738,14584,31393,276.19,37,12,No Limit
SCM3739,47971,16374,,34,2,Below 2L
SCM3740,47548,14300,316.47,1,,No Limit
SCM3741,14201,64199,334.83,28,,Below 2L
SCM3742,42874,50097,126.91,18,1,No Limit
SCM3743,36348,25105,408.55,37,14,2L-5L
SCM3744,42801,78610,325.19,41,11,Above 5L
SCM3745,13361,66716,422.21,49,0,No Limit
SCM3746,13309,3081,175.83,13,9,2L-5L
SCM3747,28747,54844,165.92,27,1,No Limit
SCM3748,8321,37372,12.05,33,7,2L-5L
SCM3749,47933,14994,384.33,3,4,Below 2L
SCM3750,19977,38281,165.22,46,17,No Limit
SCM3751,25657,4713,163.67,24,1,No Limit
SCM3752,33098,10407,344.37,5,17,Above 5L
SCM3753,7626,49326,126.51,27,12,Above 5L
SCM3754,38149,44498,454.52,37,8,2L-5L
SCM3755,1351,6784,269.08,8,5,No Limit
SCM3756,32688,44239,484.74,17,15,Below 2L
SCM3757,6989,17380,38.43,30,14,No Limit
SCM3758,46252,60070,168.48,21,19,2L-5L
SCM3759,45554,96666,190.8,3,14,2L-5L
SCM3760,28866,98350,365.24,32,8,No Limit
SCM3761,29246,54899,106.56,35,5,2L-5L
SCM3762,34646,38298,187.74,34,15,Below 2L
SCM3763,8152,23533,455.33,12,10,No Limit
SCM3764,32648,38381,57.36,14,12,Below 2L
,37738,92724,372.69,32,2,Above 5L
SCM3766,1247,85541,351.27,27,12,No Limit
SCM3767,2947,29601,65.34,47,15,2L-5L
SCM3768,20334,44338,344.28,33,3,No Limit
SCM3769,19554,14142,284.93,37,2,Above 5L
SCM3770,33488,68949,143.83,0,15,Below 2L
SCM3771,33831,91077,155.64,30,6,Above 5L
SCM3772,40083,57874,416.51,48,8,2L-5L
SCM3773,43920,35375,115.58,16,18,No Limit
SCM3774,26176,39206,256.44,21,,2L-5L
SCM3775,30852,86369,340.61,31,0,No Limit
SCM3776,16103,14801,65.04,28,5,Below 2L
SCM3777,7518,38384,466.18,0,7,Above 5L
SCM3778,17810,78616,130.39,47,5,No Limit
SCM3779,221,19980,159.49,27,15,No Limit
SCM3780,37181,18827,333.09,40,5,No Limit
SCM3781,27873,69717,39.19,1,6,No Limit
,17666,68360,313.84,24,6,Below 2L
SCM3783,46850,62963,458.02,20,8,Below 2L
SCM3784,33662,89574,124.62,36,14,Above 5L
SCM3785,42684,54824,181.02,25,18,Above 5L
SCM3786,20755,22508,116.24,39,8,No Limit
SCM3787,8583,14670,409.4,0,12,No Limit
SCM3788,32788,76860,83.89,31,9,Below 2L
SCM3789,40194,82563,173.38,8,3,No Limit
SCM3790,41550,85734,,45,7,No Limit
SCM3791,25309,49534,202.34,48,0,No Limit
SCM3792,46416,10654,32.83,4,14,Above 5L
SCM3793,18656,75209,473.87,39,19,No Limit
,28062,2333,169.02,16,6,No Limit
SCM3795,15738,94025,222.88,28,5,Above 5L
SCM3796,38854,86345,83.86,43,17,Above 5L
SCM3797,36775,1718,432.69,18,15,Above 5L
SCM3798,21183,60762,145.79,39,1,Above 5L
SCM3799,7181,96785,10.01,28,18,No Limit
SCM3800,13453,55092,158.27,11,18,Above 5L
SCM3801,19952,36384,492.03,7,19,Above 5L
SCM3802,5860,67174,73.51,42,4,Above 5L
SCM3803,13871,73122,15.7,42,4,No Limit
SCM3804,590,7364,289.13,30,19,Above 5L
,4363,18900,185.9,14,14,No Limit
SCM3806,7869,38080,397.51,33,,2L-5L
SCM3807,25434,70704,365.97,25,6,Above 5L
SCM3808,17681,89003,92.79,34,4,No Limit
SCM3809,32849,92411,282.36,28,2,2L-5L
SCM3810,11735,88620,16.31,32,17,Above 5L
,2004,5517,219.8,32,15,No Limit
SCM3812,5369,42559,357.06,35,12,Below 2L
SCM3813,31068,97659,207.54,20,17,No Limit
SCM3814,1750,90960,59.07,29,16,Above 5L
SCM3815,12567,42119,30.86,18,16,Below 2L
SCM3816,36059,99200,426.84,31,11,Above 5L
SCM3817,32895,36512,,49,9,Below 2L
SCM3818,47000,78459,171.61,0,19,No Limit
SCM3819,22744,82821,82.17,32,14,No Limit
SCM3820,35618,62349,489.31,25,14,2L-5L
,27380,34759,,41,10,No Limit
SCM3822,2979,74516,238.38,44,9,Above 5L
SCM3823,4457,94203,370.83,26,13,2L-5L
SCM3824,28401,88163,84.52,27,12,2L-5L
SCM3825,10965,23999,290.04,19,15,Above 5L
SCM3826,49123,71221,445.09,7,15,Below 2L
SCM3827,2932,60035,11.63,25,8,2L-5L
SCM3828,35977,24677,336.5,30,12,Above 5L
SCM3829,28968,9310,275.76,4,13,2L-5L
SCM3830,42520,25816,475.41,10,14,Above 5L
SCM3831,31503,69246,129.42,20,16,2L-5L
SCM3832,5858,41924,429.46,7,0,Below 2L
SCM3833,3021,75871,154.56,25,15,2L-5L
SCM3834,34301,84201,214.99,45,18,Below 2L
,4528,29130,106.72,11,18,Above 5L
SCM3836,40566,99897,431.81,42,,Below 2L
SCM3837,8211,39795,,12,3,2L-5L
SCM3838,23347,51823,429.52,9,4,Above 5L
SCM3839,48387,61038,227.86,28,5,Above 5L
SCM3840,30547,92094,417.56,7,7,No Limit
SCM3841,48603,10588,132.32,41,7,2L-5L
SCM3842,12466,27338,66.45,37,13,Below 2L
SCM3843,47023,93622,277.53,0,6,Below 2L
SCM3844,30664,15809,254.77,8,2,No Limit
SCM3845,45352,99008,178.37,3,11,2L-5L
SCM3846,10075,74759,331.44,32,18,2L-5L
SCM3847,45381,88918,47.66,41,,Below 2L
SCM3848,2742,87526,311.04,20,0,No Limit
SCM3849,40445,25336,105.96,6,6,No Limit
SCM3850,13949,16168,64.56,31,5,Above 5L
SCM3851,36579,924,454.81,38,8,Below 2L
SCM3852,19444,53320,229.95,27,0,No Limit
SCM3853,21314,68132,381.73,25,7,Below 2L
SCM3854,38326,86753,44.65,36,16,2L-5L
SCM3855,26255,90968,28.83,33,17,2L-5L
SCM3856,22622,79546,247.48,8,,2L-5L
SCM3857,6780,59711,157.84,5,11,Above 5L
SCM3858,12607,9015,2.55,21,,Below 2L
SCM3859,9519,8970,91.73,8,18,No Limit
SCM3860,49107,96781,109.47,46,0,Below 2L
SCM3861,49453,59445,144.32,44,5,Above 5L
SCM3862,38853,40917,,14,19,No Limit
,22659,51518,210.36,0,0,Below 2L
SCM3864,3260,87242,339.75,31,16,2L-5L
SCM3865,44333,28682,9.3,46,2,Above 5L
SCM3866,7972,21670,406.98,17,4,2L-5L
SCM3867,7939,78185,120.24,10,15,Above 5L
SCM3868,15752,8672,154.59,34,,2L-5L
SCM3869,6959,83304,22.72,32,5,No Limit
SCM3870,33620,12369,204.91,Unknown,17,2L-5L
SCM3871,13404,83802,426.3,33,17,Above 5L
SCM3872,49366,71328,,47,18,No Limit
SCM3873,47925,18503,454.31,18,16,Above 5L
SCM3874,4080,96067,433.74,47,,No Limit
SCM3875,39193,1124,31.07,11,9,2L-5L
SCM3876,49720,94974,152.71,39,17,Below 2L
,525,93601,455.22,35,,Below 2L
SCM3878,8241,57042,15,47,,No Limit
SCM3879,10157,81611,382.93,40,12,2L-5L
SCM3880,31903,39981,453.22,21,9,No Limit
SCM3881,47184,79757,385.27,46,10,Above 5L
,476880,66357,371.93,11,0,Above 5L
SCM3883,4206,17196,421.69,48,12,No Limit
SCM3884,20187,76354,332.93,27,3,Below 2L
SCM3885,1508,9632,211.61,14,16,Below 2L
,19965,51945,,3,4,No Limit
SCM3887,38689,91360,394,7,5,Below 2L
SCM3888,43230,9816,452.64,30,7,2L-5L
SCM3889,39712,5129,1279.2,25,16,Above 5L
SCM3890,39263,84237,266.3,2,11,Above 5L
SCM3891,41663,11940,201.7,38,17,No Limit
SCM3892,15943,79671,428.46,6,8,No Limit
SCM3893,49464,6905,7.5,14,5,Below 2L
SCM3894,28577,28147,312.31,19,18,No Limit
SCM3895,32557,79369,453.72,16,12,No Limit
SCM3896,48209,45578,51.7,31,2,No Limit
SCM3897,27430,32307,479.59,9,16,Below 2L
SCM3898,29311,67404,483.84,15,,No Limit
,37669,68103,464.9,47,12,No Limit
SCM3900,32767,56047,231.33,25,17,Below 2L
,48214,1251,191.55,21,9,2L-5L
SCM3902,1858,98311,353,14,4,Below 2L
SCM3903,38648,52921,159.41,11,19,Below 2L
SCM3904,29269,74867,34.27,38,11,Below 2L
SCM3905,11360,96191,450.72,2,,2L-5L
SCM3906,32450,91551,317.46,23,5,No Limit
SCM3907,41841,96966,103.66,1,13,Below 2L
SCM3908,32778,73704,9.3,3,1,Below 2L
SCM3909,45281,24163,361.79,22,3,Below 2L
SCM3910,18010,28910,426.41,22,1,2L-5L
SCM3911,940,21220,202.88,7,5,Above 5L
SCM3912,17825,31140,40.54,41,0,Below 2L
SCM3913,12399,95429,,43,9,No Limit
SCM3914,30089,21378,,11,7,Below 2L
SCM3915,24605,74989,72.06,8,10,No Limit
SCM3916,5659,76174,255.25,10,12,2L-5L
SCM3917,38794,84171,1204.85,44,11,Above 5L
SCM3918,32697,71262,258.43,30,4,Below 2L
SCM3919,8807,96520,411.98,0,18,2L-5L
SCM3920,49043,72664,242.32,34,17,2L-5L
SCM3921,44522,91970,450.28,42,14,No Limit
SCM3922,46859,35085,420.92,14,11,2L-5L
SCM3923,44139,80893,325.59,6,13,No Limit
SCM3924,40543,23990,28.52,27,10,Below 2L
SCM3925,42207,81114,,47,4,No Limit
SCM3926,28119,39321,452.8,5,18,No Limit
SCM3927,22941,96603,187.59,19,1,Below 2L
SCM3928,19740,66542,263.12,23,3,No Limit
SCM3929,35462,49080,140.58,41,8,2L-5L
SCM3930,36524,26643,7.46,35,7,Below 2L
SCM3931,32726,99149,239.78,37,14,Above 5L
SCM3932,9840,85027,64.77,11,13,2L-5L
SCM3933,3255,50958,91.74,2,6,No Limit
SCM3934,23672,36415,240.41,27,,2L-5L
SCM3935,1078,78355,433.53,11,3,2L-5L
SCM3936,10597,3162,422.33,15,7,No Limit
SCM3937,44943,19626,482.54,43,8,Below 2L
SCM3938,19531,85305,,14,10,2L-5L
SCM3939,35457,2655,276.05,30,8,Below 2L
SCM3940,23267,18816,411.08,20,16,Below 2L
SCM3941,6042,23205,349.87,17,17,Below 2L
SCM3942,19083,63698,91.49,47,8,Below 2L
SCM3943,35376,87184,199.15,5,12,2L-5L
SCM3944,45379,14589,464.59,16,1,Above 5L
SCM3945,17677,39258,73.15,22,16,2L-5L
SCM3946,6015,10358,104.76,34,11,No Limit
SCM3947,26433,30182,200.39,17,3,2L-5L
SCM3948,2145,28128,469.94,10,1,2L-5L
SCM3949,24280,67397,57,22,9,Above 5L
SCM3950,41307,61648,336.5,16,3,2L-5L
SCM3951,42444,19613,66.15,5,0,No Limit
SCM3952,9664,29811,262.3,23,16,No Limit
SCM3953,11205,66466,,49,11,No Limit
SCM3954,48633,96909,21.41,36,8,2L-5L
SCM3955,20156,64745,477.06,15,17,No Limit
SCM3956,47661,57491,403.33,28,10,Below 2L
SCM3957,47789,96574,151.5,28,9,Above 5L
SCM3958,32235,34409,65.4,41,9,No Limit
SCM3959,40049,64622,172.88,27,6,2L-5L
SCM3960,32912,49756,447.15,15,,2L-5L
SCM3961,4611,71865,66.43,2,15,No Limit
SCM3962,22872,96466,174.72,41,3,No Limit
SCM3963,15521,85243,247.2,23,11,Below 2L
SCM3964,27216,15455,16.54,17,,Above 5L
SCM3965,7875,43781,134.09,47,16,No Limit
SCM3966,27046,80060,297.86,16,5,Above 5L
SCM3967,10807,64009,162.05,48,2,2L-5L
SCM3968,13472,12254,435.28,9,,Above 5L
SCM3969,40816,42856,468.39,36,1,2L-5L
SCM3970,29914,80562,220.83,24,3,2L-5L
SCM3971,22707,78373,266.06,35,5,No Limit
SCM3972,28057,39997,315.44,46,10,Above 5L
SCM3973,30378,23924,332.3,47,2,Below 2L
SCM3974,43947,7542,31.72,22,9,Below 2L
SCM3975,8316,19917,26.93,49,8,Above 5L
SCM3976,10106,30123,432.81,18,18,Above 5L
SCM3977,34093,47758,110.01,9,1,2L-5L
SCM3978,34116,45570,292.09,10,18,2L-5L
SCM3979,25454,98284,312.37,40,0,2L-5L
SCM3980,48737,44106,82.32,4,6,Below 2L
SCM3981,19326,81906,380.82,5,9,Above 5L
SCM3982,38566,11840,432.99,2,17,2L-5L
SCM3983,18066,22163,142.76,44,4,No Limit
SCM3984,4948,91207,,37,,Below 2L
SCM3985,42773,19555,40.61,10,6,Below 2L
SCM3986,11883,16092,400.25,47,5,2L-5L
SCM3987,46256,65512,320.09,42,19,Below 2L
SCM3988,36006,88979,291.6,41,9,No Limit
SCM3989,11024,69228,575.7,47,5,Above 5L
SCM3990,4742,39394,180.98,23,11,No Limit
SCM3991,5296,95068,,45,9,2L-5L
SCM3992,11255,38735,232.92,47,6,No Limit
SCM3993,12155,39097,297.23,25,6,Below 2L
SCM3994,20252,717,,48,,Above 5L
SCM3995,39066,70935,233.3,25,0,No Limit
SCM3996,8172,62129,,23,2,2L-5L
SCM3997,16065,84349,446.61,39,6,No Limit
SCM3998,42556,95821,455.45,3,3,2L-5L
SCM3999,44787,74451,177.38,48,4,2L-5L
SCM4000,32090,49347,296.04,9,4,Below 2L
,22042,23663,481.87,33,5,Below 2L
SCM4002,42795,58241,27.83,43,7,Above 5L
SCM4003,46927,36710,20,28,12,Below 2L
SCM4004,47517,11020,258.34,25,8,Above 5L
SCM4005,26943,29876,145.69,18,7,Below 2L
SCM4006,5590,97182,290.97,20,15,Above 5L
SCM4007,21819,87619,362.18,18,13,Above 5L
SCM4008,49300,9044,34.63,39,15,2L-5L
SCM4009,38784,11465,441.2,37,12,Below 2L
SCM4010,18994,88015,138.52,18,3,No Limit
SCM4011,30937,75941,190.74,17,5,No Limit
SCM4012,44394,80010,168.58,13,14,Above 5L
SCM4013,1846,71285,419.93,34,10,No Limit
SCM4014,25171,27010,85.41,17,16,Below 2L
SCM4015,8270,20639,14.43,27,13,2L-5L
SCM4016,33501,90674,485.9,18,19,Above 5L
SCM4017,12989,81501,490.32,24,0,Above 5L
,19204,53090,128.92,14,1,Below 2L
,49427,61688,4.78,47,5,Above 5L
SCM4020,15240,14099,322.99,48,4,2L-5L
SCM4021,27836,64985,324.27,2,1,No Limit
SCM4022,8252,62410,470.18,22,3,Above 5L
SCM4023,48586,27321,746.55,49,12,No Limit
SCM4024,19841,59043,94.83,44,3,2L-5L
SCM4025,37260,18452,308.23,11,18,No Limit
SCM4026,38247,20700,281.88,31,,2L-5L
SCM4027,22454,13255,358.9,27,7,No Limit
SCM4028,8766,41421,442.58,33,16,Above 5L
SCM4029,28503,96553,279.92,0,6,No Limit
SCM4030,42706,41589,75.12,9,6,Above 5L
SCM4031,34826,58805,299.1,49,3,No Limit
SCM4032,39547,49236,187.11,26,3,2L-5L
SCM4033,48789,57917,226.42,11,10,2L-5L
SCM4034,46216,56719,479.75,44,4,Above 5L
SCM4035,40216,56834,277.52,35,6,2L-5L
SCM4036,5984,66629,74.91,32,13,Above 5L
SCM4037,12412,9178,221.63,3,1,2L-5L
SCM4038,41696,67160,,20,7,2L-5L
SCM4039,20098,19751,67.83,19,9,Below 2L
,3920,77722,356.15,49,13,Below 2L
,4422,24927,314.32,16,14,2L-5L
SCM4042,38335,3007,248.94,45,10,2L-5L
SCM4043,45193,16129,211.68,33,6,Below 2L
,38370,86546,161.18,13,18,2L-5L
SCM4045,39317,74785,44.1,9,5,Above 5L
SCM4046,25023,3867,149.7,19,6,Below 2L
SCM4047,23042,24750,419.21,34,3,2L-5L
SCM4048,33850,45325,391.86,14,13,No Limit
SCM4049,32433,68686,486.16,38,4,Above 5L
SCM4050,41791,58371,328.07,26,10,2L-5L
SCM4051,47857,8053,276.86,14,15,Above 5L
SCM4052,23012,70852,148.09,18,6,No Limit
SCM4053,22083,90576,38.52,25,15,Above 5L
SCM4054,46297,44243,309.05,11,17,2L-5L
SCM4055,22174,11148,244.13,23,8,Above 5L
SCM4056,47264,46518,379.56,35,7,Below 2L
SCM4057,43660,98332,205.99,32,,No Limit
SCM4058,6005,43993,492.78,4,7,2L-5L
SCM4059,25128,93174,198.87,8,5,2L-5L
SCM4060,4173,67214,166.6,39,10,Below 2L
SCM4061,2334,88193,435.51,13,19,2L-5L
SCM4062,15373,46100,197.81,45,12,2L-5L
SCM4063,7731,99656,435.46,35,0,2L-5L
SCM4064,12161,44669,13.77,24,0,2L-5L
SCM4065,49353,54440,346.33,6,8,No Limit
SCM4066,23918,58308,36.02,33,4,No Limit
SCM4067,44767,37306,74.2,42,6,Above 5L
SCM4068,23804,79822,350.07,6,14,Below 2L
SCM4069,29462,57810,144.93,30,5,Below 2L
SCM4070,46606,59035,105.3,31,19,Below 2L
SCM4071,10950,5077,400.78,20,0,Below 2L
,30738,19723,473.13,48,5,Above 5L
SCM4073,17019,13949,116.27,14,10,Above 5L
SCM4074,23984,21284,158.67,29,14,Above 5L
SCM4075,31580,48783,357.07,3,17,2L-5L
SCM4076,30797,45405,407.66,33,9,Below 2L
SCM4077,18184,44450,499.58,8,9,2L-5L
SCM4078,39907,34048,136.76,11,17,No Limit
SCM4079,30401,33872,278.35,29,,2L-5L
SCM4080,7214,62222,67.1,23,5,No Limit
SCM4081,30650,51517,165.49,28,14,2L-5L
SCM4082,45279,8464,22.58,21,0,2L-5L
SCM4083,7569,52936,105.5,34,,Below 2L
SCM4084,47871,99660,253.32,19,17,No Limit
SCM4085,6592,47738,81.96,36,3,2L-5L
SCM4086,37212,12475,444.7,40,7,Below 2L
SCM4087,2071,12120,355.18,8,,No Limit
SCM4088,46450,81901,13.97,21,4,No Limit
SCM4089,9744,6464,438.36,49,15,No Limit
SCM4090,26269,31770,488.66,15,10,2L-5L
SCM4091,17196,71692,250.98,1,10,Below 2L
SCM4092,36523,7055,157.37,43,13,2L-5L
SCM4093,48210,56899,131.81,49,10,No Limit
SCM4094,12634,68922,43.8,22,12,Above 5L
SCM4095,12868,32036,245.86,28,7,2L-5L
SCM4096,22725,36012,25.16,10,13,Above 5L
SCM4097,39340,67513,251.97,34,19,Above 5L
,28760,84610,126.35,21,0,Below 2L
SCM4099,24244,4310,238.27,2,18,No Limit
SCM4100,9740,62576,209.25,46,4,2L-5L
SCM4101,20132,85375,152.63,11,3,Above 5L
SCM4102,37992,59816,,0,3,2L-5L
SCM4103,266890,50790,237.07,42,1,No Limit
,8750,61682,416.86,25,7,Above 5L
SCM4105,2943,91877,332.93,33,15,Below 2L
SCM4106,24457,7471,216.63,28,13,Below 2L
SCM4107,17076,84021,452.63,45,15,2L-5L
SCM4108,597,68510,377.89,32,8,Above 5L
SCM4109,2234,15637,37.95,31,7,Above 5L
SCM4110,18933,44280,76.96,24,12,Below 2L
SCM4111,5512,55190,40.93,49,4,Above 5L
SCM4112,32766,52739,159.5,49,12,2L-5L
SCM4113,4392,99097,217.88,46,12,Above 5L
SCM4114,27487,66646,252.17,35,4,Below 2L
SCM4115,31926,9121,425.72,1,13,No Limit
SCM4116,126,34207,9.08,14,8,No Limit
