Scheme_ID,Scheme_Name,Launch_Year,Sector,State_Coverage,Status,Scheme_Reach,Enrollment_Deadline
SCM3594,National Health Mission,2011,Health,Tamil Nadu,Active,State-level,30:21.1
,Pradhan Mantri Awas Yojana,1992,Manufacturing,Bihar,Inactive,State-level,30:21.1
SCM3596,Ujjwala Yojana,2004,,Rajasthan,Revamped,Pan-India,30:21.0
SCM3597,Stand Up India,2024,Employment,Bihar,Revamped,State-level,30:21.1
,Swachh Bharat Abhiyan,2022,Employment,Rajasthan,Active,Local,Open
SCM3599,Digital India,2003,Health,Madhya Pradesh,Revamped,State-level,30:21.0
SCM3600,Mahatma Gandhi National Rural Employment Guarantee Act,1990,Education,Karnataka,Inactive,State-level,30:21.1
SCM3601,Swachh Bharat Abhiyan,2015,Manufacturing,Madhya Pradesh,Active,Local,30:21.0
SCM3602,Jan Dhan Yojana,1997,Housing,Tamil Nadu,Active,State-level,30:21.1
SCM3603,Mahatma Gandhi National Rural Employment Guarantee Act,2005,Entrepreneurship,Gujarat,Inactive,Pan-India,30:21.0
SCM3604,Smart Cities Mission,1999,Manufacturing,Maharashtra,Merged,Local,30:21.1
SCM3605,Saubhagya Yojana,2015,Technology,Uttar Pradesh,Inactive,Local,30:21.1
SCM3606,Jan Dhan Yojana,2017,,Rajasthan,Inactive,Local,30:21.0
SCM3607,PM Kisan Samman Nidhi,2001,Entrepreneurship,Gujarat,Revamped,Pan-India,30:21.1
SCM3608,Sarva Shiksha Abhiyan,2009,Entrepreneurship,Telangana,Revamped,Local,30:21.1
SCM3609,Swachh Bharat Abhiyan,2003,,West Bengal,Revamped,State-level,30:21.0
SCM3610,Digital India,2024,Health,Rajasthan,Merged,Pan-India,30:21.1
SCM3611,Ayushman Bharat,2018,Manufacturing,Uttar Pradesh,Inactive,Local,30:21.1
SCM3612,Skill India,2001,Entrepreneurship,Telangana,Revamped,Local,30:21.1
SCM3613,Mahatma Gandhi National Rural Employment Guarantee Act,2007,Manufacturing,Tamil Nadu,Merged,State-level,30:21.1
SCM3614,Skill India,1991,Entrepreneurship,West Bengal,Revamped,Local,30:21.1
SCM3615,Ayushman Bharat,1991,Education,Madhya Pradesh,Inactive,State-level,30:21.0
SCM3616,AMRUT,2006,Women Empowerment,Gujarat,Inactive,State-level,30:21.0
SCM3617,Beti Bachao Beti Padhao,1999,Employment,Gujarat,Inactive,Local,30:21.1
SCM3618,Mahatma Gandhi National Rural Employment Guarantee Act,2007,Health,West Bengal,Active,State-level,30:21.1
SCM3619,National Health Mission,2011,Housing,Telangana,Inactive,Local,30:21.1
SCM3620,Swachh Bharat Abhiyan,2008,,West Bengal,Inactive,Local,30:21.1
SCM3621,Ujjwala Yojana,1990,Education,Maharashtra,Revamped,Local,Open
SCM3622,Ayushman Bharat,2013,Technology,Tamil Nadu,Active,State-level,30:21.1
SCM3623,Smart Cities Mission,2014,Employment,Bihar,Revamped,Local,30:21.0
SCM3624,Pradhan Mantri Awas Yojana,2020,Entrepreneurship,Uttar Pradesh,Merged,Pan-India,30:21.1
SCM3625,Saubhagya Yojana,2020,Employment,Gujarat,Merged,Pan-India,30:21.1
SCM3626,Stand Up India,1991,Health,Uttar Pradesh,Active,State-level,30:21.0
,Make in India,2008,Women Empowerment,Bihar,Inactive,State-level,30:21.1
SCM3628,National Health Mission,2001,Housing,West Bengal,Active,Pan-India,30:21.1
SCM3629,Skill India,1999,Manufacturing,Bihar,Inactive,Local,30:21.1
SCM3630,Smart Cities Mission,2020,Housing,Telangana,Merged,Pan-India,30:21.1
SCM3631,Sarva Shiksha Abhiyan,2011,Technology,West Bengal,Merged,Local,30:21.0
SCM3632,Startup India,2012,Technology,Bihar,Active,Pan-India,30:21.1
SCM3633,Ayushman Bharat,2012,Technology,Uttar Pradesh,Revamped,Pan-India,30:21.0
SCM3634,Saubhagya Yojana,2004,Technology,Rajasthan,Merged,Pan-India,30:21.1
SCM3635,Swachh Bharat Abhiyan,2015,Health,Madhya Pradesh,Active,State-level,30:21.1
SCM3636,Skill India,1992,Entrepreneurship,Karnataka,Active,Pan-India,30:21.0
SCM3637,Ujjwala Yojana,2012,Employment,Maharashtra,Merged,Pan-India,30:21.0
SCM3638,Mahatma Gandhi National Rural Employment Guarantee Act,2009,Housing,Uttar Pradesh,Inactive,Local,30:21.1
SCM3639,Ayushman Bharat,1997,Technology,Telangana,Revamped,Pan-India,30:21.0
SCM3640,Ayushman Bharat,2007,Housing,West Bengal,Revamped,State-level,30:21.0
,Ujjwala Yojana,1995,Technology,Bihar,Inactive,State-level,30:21.0
SCM3642,Stand Up India,2016,Manufacturing,West Bengal,Merged,Pan-India,30:21.1
SCM3643,Swachh Bharat Abhiyan,2004,Employment,Maharashtra,Merged,Local,30:21.1
SCM3644,Beti Bachao Beti Padhao,1994,Manufacturing,Maharashtra,Inactive,State-level,30:21.0
SCM3645,Smart Cities Mission,1998,Manufacturing,Uttar Pradesh,Merged,Local,30:21.0
,AMRUT,1996,Technology,Maharashtra,Revamped,Pan-India,30:21.0
SCM3647,Startup India,2009,Women Empowerment,Madhya Pradesh,Active,Pan-India,30:21.0
SCM3648,Pradhan Mantri Awas Yojana,1999,Entrepreneurship,Uttar Pradesh,Revamped,Pan-India,30:21.1
SCM3649,Digital India,2015,Housing,Madhya Pradesh,Revamped,Pan-India,30:21.1
SCM3650,Mahatma Gandhi National Rural Employment Guarantee Act,1993,Women Empowerment,West Bengal,Revamped,State-level,30:21.1
SCM3651,Make in India,2013,Education,Maharashtra,Merged,State-level,30:21.0
SCM3652,Digital India,2003,Employment,Tamil Nadu,Inactive,State-level,30:21.0
SCM3653,Startup India,1990,Women Empowerment,Uttar Pradesh,Merged,State-level,30:21.1
SCM3654,Make in India,2006,Entrepreneurship,Gujarat,Inactive,Pan-India,Open
SCM3655,Pradhan Mantri Awas Yojana,2013,Education,West Bengal,Active,Pan-India,30:21.0
SCM3656,Pradhan Mantri Awas Yojana,2016,Entrepreneurship,Bihar,Active,Pan-India,30:21.1
SCM3657,Stand Up India,1996,Women Empowerment,Karnataka,Revamped,Pan-India,30:21.0
SCM3658,Jan Dhan Yojana,1998,Technology,West Bengal,Inactive,State-level,30:21.0
SCM3659,Sarva Shiksha Abhiyan,2024,Technology,Telangana,Revamped,State-level,30:21.0
SCM3660,Ayushman Bharat,2001,Entrepreneurship,Rajasthan,Merged,Local,30:21.1
SCM3661,Smart Cities Mission,2010,Women Empowerment,Bihar,Inactive,State-level,30:21.1
SCM3662,Stand Up India,1992,Health,Karnataka,Revamped,State-level,30:21.0
SCM3663,Smart Cities Mission,2004,,Tamil Nadu,Merged,State-level,30:21.0
SCM3664,National Health Mission,2010,Entrepreneurship,Maharashtra,Active,Local,30:21.1
SCM3665,National Health Mission,1999,Health,Uttar Pradesh,Revamped,Pan-India,30:21.1
SCM3666,Skill India,2022,Employment,Karnataka,Inactive,Pan-India,30:21.1
SCM3667,Make in India,1995,Housing,Telangana,Inactive,Pan-India,30:21.1
SCM3668,Beti Bachao Beti Padhao,1991,Education,Rajasthan,Merged,Local,30:21.0
SCM3669,Mahatma Gandhi National Rural Employment Guarantee Act,2018,,Rajasthan,Revamped,State-level,30:21.1
SCM3670,AMRUT,2022,Employment,Maharashtra,Active,Pan-India,30:21.1
SCM3671,Ujjwala Yojana,1993,Housing,Bihar,Revamped,State-level,30:21.1
SCM3672,Skill India,1993,Health,Karnataka,Revamped,Local,30:21.0
SCM3673,Pradhan Mantri Awas Yojana,2018,Education,Karnataka,Inactive,State-level,30:21.0
SCM3674,Startup India,2009,Employment,Uttar Pradesh,Merged,State-level,30:21.1
,National Health Mission,2012,Manufacturing,Karnataka,Inactive,Pan-India,30:21.0
SCM3676,Saubhagya Yojana,2007,Technology,Gujarat,Active,Pan-India,30:21.1
SCM3677,Sarva Shiksha Abhiyan,2014,Entrepreneurship,Telangana,Revamped,State-level,30:21.0
SCM3678,Make in India,1990,Technology,Tamil Nadu,Active,Local,30:21.1
SCM3679,Ayushman Bharat,2004,Housing,Uttar Pradesh,Merged,State-level,Open
SCM3680,Smart Cities Mission,2023,Housing,Madhya Pradesh,Merged,Local,30:21.1
SCM3681,Saubhagya Yojana,2009,Manufacturing,Maharashtra,Revamped,Local,30:21.0
SCM3682,Startup India,2016,,Telangana,Merged,Local,30:21.1
SCM3683,PM Kisan Samman Nidhi,2011,Entrepreneurship,Madhya Pradesh,Active,Local,30:21.0
SCM3684,Smart Cities Mission,1994,Health,Uttar Pradesh,Revamped,State-level,30:21.1
SCM3685,Jan Dhan Yojana,2023,Technology,Bihar,Merged,Local,30:21.1
,Sarva Shiksha Abhiyan,1992,,Tamil Nadu,Active,State-level,30:21.1
SCM3687,Skill India,2006,Women Empowerment,Tamil Nadu,Revamped,State-level,30:21.1
SCM3688,Stand Up India,2013,Women Empowerment,Rajasthan,Merged,State-level,30:21.0
SCM3689,Jan Dhan Yojana,2013,Employment,Karnataka,Inactive,Local,30:21.1
SCM3690,Make in India,1992,Employment,Telangana,Revamped,State-level,30:21.1
SCM3691,Make in India,1996,Health,Karnataka,Revamped,State-level,30:21.0
SCM3692,Jan Dhan Yojana,2014,Technology,Tamil Nadu,Inactive,State-level,30:21.1
SCM3693,Make in India,1992,Technology,Telangana,Merged,Local,30:21.0
SCM3694,Ayushman Bharat,2004,Women Empowerment,Karnataka,Revamped,State-level,30:21.0
SCM3695,Skill India,2018,Entrepreneurship,Telangana,Active,State-level,30:21.1
SCM3696,Startup India,2018,Employment,Madhya Pradesh,Merged,State-level,30:21.1
SCM3697,Sarva Shiksha Abhiyan,1999,Housing,Bihar,Revamped,Pan-India,30:21.1
SCM3698,Swachh Bharat Abhiyan,2021,,West Bengal,Active,Pan-India,30:21.1
SCM3699,National Health Mission,2012,,Karnataka,Inactive,Local,30:21.1
SCM3700,Saubhagya Yojana,1998,Manufacturing,Rajasthan,Active,State-level,30:21.0
SCM3701,Stand Up India,2003,Manufacturing,Karnataka,Merged,Local,30:21.1
SCM3702,National Health Mission,1993,Health,Gujarat,Inactive,State-level,30:21.0
SCM3703,Saubhagya Yojana,2009,Employment,Tamil Nadu,Active,Local,30:21.1
SCM3704,AMRUT,2017,Manufacturing,Rajasthan,Merged,Local,30:21.1
SCM3705,Startup India,2003,Housing,Gujarat,Inactive,Pan-India,30:21.0
SCM3706,Make in India,2023,Manufacturing,Rajasthan,Merged,State-level,30:21.1
SCM3707,Make in India,2002,Technology,Tamil Nadu,Revamped,Local,30:21.1
SCM3708,Swachh Bharat Abhiyan,2020,Housing,Gujarat,Merged,State-level,30:21.1
SCM3709,National Health Mission,2022,Employment,Telangana,Active,Pan-India,30:21.1
SCM3710,Saubhagya Yojana,2017,,Rajasthan,Merged,State-level,30:21.1
SCM3711,Mahatma Gandhi National Rural Employment Guarantee Act,2014,Health,Telangana,Merged,Local,Open
SCM3712,Saubhagya Yojana,2021,Entrepreneurship,Madhya Pradesh,Inactive,State-level,30:21.0
SCM3713,Ayushman Bharat,1998,Entrepreneurship,Telangana,Merged,Pan-India,30:21.1
SCM3714,Jan Dhan Yojana,2017,,Bihar,Merged,Pan-India,30:21.1
SCM3715,Mahatma Gandhi National Rural Employment Guarantee Act,2020,Housing,Karnataka,Revamped,Local,30:21.1
,Saubhagya Yojana,2006,Manufacturing,West Bengal,Revamped,Pan-India,30:21.1
SCM3717,National Health Mission,2012,Manufacturing,Telangana,Inactive,Pan-India,30:21.0
SCM3718,PM Kisan Samman Nidhi,2002,,Karnataka,Inactive,Local,30:21.0
SCM3719,Ujjwala Yojana,1999,Women Empowerment,West Bengal,Active,Pan-India,30:21.0
SCM3720,Ujjwala Yojana,2005,Employment,Uttar Pradesh,Inactive,Local,30:21.1
SCM3721,Smart Cities Mission,1995,Technology,Karnataka,Merged,Local,30:21.0
SCM3722,Digital India,2000,Housing,Rajasthan,Revamped,State-level,30:21.0
SCM3723,Startup India,1992,Women Empowerment,Madhya Pradesh,Inactive,State-level,30:21.0
,Pradhan Mantri Awas Yojana,2017,Employment,West Bengal,Active,State-level,30:21.1
SCM3725,Ayushman Bharat,2004,Health,Karnataka,Merged,Local,30:21.1
SCM3726,Saubhagya Yojana,2002,Health,Tamil Nadu,Active,Local,30:21.1
SCM3727,Stand Up India,2006,Technology,Karnataka,Active,State-level,30:21.1
SCM3728,Mahatma Gandhi National Rural Employment Guarantee Act,1996,Housing,Karnataka,Active,Local,30:21.0
SCM3729,Smart Cities Mission,2017,Health,Bihar,Active,State-level,30:21.0
SCM3730,Startup India,2002,Manufacturing,Tamil Nadu,Merged,State-level,30:21.0
SCM3731,National Health Mission,2006,Employment,Gujarat,Merged,Pan-India,30:21.1
SCM3732,Ayushman Bharat,2004,Entrepreneurship,Karnataka,Active,Local,30:21.0
SCM3733,Sarva Shiksha Abhiyan,2017,Women Empowerment,Madhya Pradesh,Merged,State-level,30:21.0
SCM3734,Beti Bachao Beti Padhao,2004,Entrepreneurship,Tamil Nadu,Inactive,State-level,30:21.1
SCM3735,Make in India,2000,Health,Madhya Pradesh,Merged,Pan-India,30:21.1
SCM3736,Digital India,2020,Women Empowerment,Uttar Pradesh,Merged,State-level,30:21.1
SCM3737,Beti Bachao Beti Padhao,1993,Employment,Bihar,Active,Local,30:21.1
SCM3738,Make in India,2024,Manufacturing,Uttar Pradesh,Merged,Pan-India,30:21.1
SCM3739,National Health Mission,2023,Entrepreneurship,Karnataka,Inactive,State-level,30:21.1
SCM3740,Make in India,2016,Manufacturing,Karnataka,Merged,Local,30:21.0
SCM3741,Startup India,1999,Manufacturing,West Bengal,Inactive,State-level,30:21.0
SCM3742,Mahatma Gandhi National Rural Employment Guarantee Act,2019,Entrepreneurship,Karnataka,Merged,Pan-India,30:21.0
SCM3743,Smart Cities Mission,2009,Entrepreneurship,Madhya Pradesh,Revamped,Local,30:21.1
SCM3744,Saubhagya Yojana,2018,Women Empowerment,Telangana,Merged,Local,30:21.1
SCM3745,Stand Up India,2018,,Rajasthan,Inactive,Pan-India,30:21.1
SCM3746,Ujjwala Yojana,2012,Women Empowerment,Maharashtra,Inactive,Pan-India,30:21.0
SCM3747,Smart Cities Mission,2010,Technology,Gujarat,Inactive,Pan-India,30:21.1
SCM3748,Digital India,1999,Employment,Uttar Pradesh,Active,Pan-India,30:21.0
SCM3749,Make in India,2001,Housing,Madhya Pradesh,Inactive,Pan-India,30:21.1
SCM3750,National Health Mission,2019,,Telangana,Merged,Local,30:21.0
SCM3751,Swachh Bharat Abhiyan,2022,Women Empowerment,Madhya Pradesh,Revamped,Pan-India,30:21.1
SCM3752,PM Kisan Samman Nidhi,2007,Housing,Rajasthan,Inactive,Pan-India,30:21.0
SCM3753,Ujjwala Yojana,2003,Women Empowerment,Madhya Pradesh,Active,Pan-India,30:21.0
SCM3754,Skill India,2011,Entrepreneurship,Maharashtra,Merged,Local,30:21.1
SCM3755,National Health Mission,2010,Manufacturing,Madhya Pradesh,Inactive,Pan-India,30:21.0
SCM3756,AMRUT,1990,Employment,Maharashtra,Active,State-level,30:21.1
SCM3757,Ujjwala Yojana,2004,Women Empowerment,Karnataka,Active,State-level,30:21.0
SCM3758,Ujjwala Yojana,2011,Manufacturing,Tamil Nadu,Active,Local,30:21.0
SCM3759,Skill India,2021,Employment,Karnataka,Inactive,State-level,30:21.0
SCM3760,Startup India,2022,,Uttar Pradesh,Inactive,Pan-India,30:21.1
SCM3761,Skill India,2012,Education,Karnataka,Inactive,State-level,30:21.1
SCM3762,Smart Cities Mission,1991,Employment,Bihar,Revamped,Local,30:21.0
SCM3763,Pradhan Mantri Awas Yojana,1991,Manufacturing,Uttar Pradesh,Revamped,Pan-India,30:21.1
SCM3764,Stand Up India,2018,Education,West Bengal,Merged,State-level,30:21.0
,Smart Cities Mission,1992,Health,Karnataka,Merged,Local,30:21.0
SCM3766,Sarva Shiksha Abhiyan,1996,Technology,Bihar,Active,Local,30:21.1
SCM3767,National Health Mission,2018,Entrepreneurship,Rajasthan,Revamped,State-level,30:21.0
SCM3768,PM Kisan Samman Nidhi,2012,Health,Telangana,Inactive,State-level,30:21.0
SCM3769,Sarva Shiksha Abhiyan,2005,Women Empowerment,Karnataka,Merged,Local,30:21.1
SCM3770,Stand Up India,2020,Health,Uttar Pradesh,Inactive,State-level,30:21.1
SCM3771,Stand Up India,2023,Employment,Uttar Pradesh,Inactive,State-level,30:21.1
SCM3772,Startup India,1990,Entrepreneurship,West Bengal,Revamped,State-level,30:21.0
SCM3773,Digital India,2007,Technology,Bihar,Merged,Pan-India,30:21.0
SCM3774,Saubhagya Yojana,2004,Education,Uttar Pradesh,Active,Local,30:21.0
SCM3775,Ayushman Bharat,2006,Employment,Uttar Pradesh,Merged,State-level,30:21.1
SCM3776,AMRUT,1999,Women Empowerment,Madhya Pradesh,Merged,State-level,30:21.0
SCM3777,Swachh Bharat Abhiyan,2009,Housing,Karnataka,Merged,State-level,30:21.1
SCM3778,Beti Bachao Beti Padhao,1995,Employment,Karnataka,Revamped,Local,30:21.0
SCM3779,Saubhagya Yojana,1997,Education,Gujarat,Merged,State-level,30:21.1
SCM3780,National Health Mission,2023,Manufacturing,Gujarat,Active,State-level,30:21.0
SCM3781,National Health Mission,2021,Women Empowerment,Gujarat,Merged,Pan-India,30:21.1
,National Health Mission,1993,Technology,West Bengal,Inactive,State-level,30:21.1
SCM3783,Pradhan Mantri Awas Yojana,2009,Technology,Tamil Nadu,Active,State-level,30:21.1
SCM3784,Beti Bachao Beti Padhao,2013,Employment,Bihar,Merged,Pan-India,30:21.0
SCM3785,Skill India,2013,Housing,Tamil Nadu,Revamped,Pan-India,30:21.1
SCM3786,Ayushman Bharat,2015,Employment,Maharashtra,Revamped,Local,30:21.1
SCM3787,Make in India,2014,Women Empowerment,Madhya Pradesh,Revamped,Local,30:21.0
SCM3788,Saubhagya Yojana,1996,Education,Madhya Pradesh,Inactive,Local,30:21.1
SCM3789,Stand Up India,1999,Technology,Karnataka,Inactive,Pan-India,Open
SCM3790,PM Kisan Samman Nidhi,2001,Housing,Bihar,Revamped,Local,30:21.1
SCM3791,AMRUT,1990,Entrepreneurship,Rajasthan,Inactive,State-level,30:21.0
SCM3792,Sarva Shiksha Abhiyan,2014,Education,Rajasthan,Merged,Pan-India,30:21.1
SCM3793,Smart Cities Mission,2005,Technology,West Bengal,Merged,State-level,30:21.1
,Ayushman Bharat,1994,Employment,Karnataka,Revamped,Local,30:21.1
SCM3795,Jan Dhan Yojana,2008,Technology,Telangana,Active,Local,30:21.1
SCM3796,Jan Dhan Yojana,1993,Housing,West Bengal,Merged,Local,30:21.0
SCM3797,AMRUT,1995,Women Empowerment,Karnataka,Active,State-level,Open
SCM3798,Ujjwala Yojana,2015,Education,Karnataka,Inactive,Pan-India,Open
SCM3799,Mahatma Gandhi National Rural Employment Guarantee Act,1998,Entrepreneurship,Maharashtra,Inactive,Pan-India,30:21.1
SCM3800,Swachh Bharat Abhiyan,2003,Manufacturing,Tamil Nadu,Merged,Local,30:21.0
SCM3801,Ayushman Bharat,1998,Health,Bihar,Merged,Pan-India,30:21.0
SCM3802,Stand Up India,2004,Housing,Gujarat,Inactive,Local,30:21.0
SCM3803,Ayushman Bharat,2009,Manufacturing,Gujarat,Inactive,Local,30:21.0
SCM3804,Sarva Shiksha Abhiyan,1997,Entrepreneurship,Gujarat,Active,State-level,30:21.1
,Beti Bachao Beti Padhao,2021,Manufacturing,West Bengal,Merged,Local,30:21.1
SCM3806,National Health Mission,2010,Employment,Uttar Pradesh,Revamped,State-level,30:21.0
SCM3807,Beti Bachao Beti Padhao,2008,Health,West Bengal,Revamped,State-level,30:21.0
SCM3808,Digital India,2018,Housing,Telangana,Inactive,Local,30:21.1
SCM3809,Digital India,2020,Education,Karnataka,Revamped,Local,30:21.0
SCM3810,Ayushman Bharat,1995,Technology,Telangana,Inactive,Pan-India,30:21.1
,Pradhan Mantri Awas Yojana,1993,Entrepreneurship,Uttar Pradesh,Revamped,Local,30:21.1
SCM3812,Startup India,2018,Health,Tamil Nadu,Inactive,Pan-India,Open
SCM3813,Make in India,1992,Entrepreneurship,Telangana,Inactive,Pan-India,30:21.0
SCM3814,Pradhan Mantri Awas Yojana,1990,,Bihar,Revamped,Pan-India,30:21.1
SCM3815,Stand Up India,2004,Manufacturing,Rajasthan,Merged,Pan-India,30:21.0
SCM3816,Make in India,2010,Entrepreneurship,Telangana,Inactive,Local,30:21.0
SCM3817,Saubhagya Yojana,2020,Women Empowerment,Bihar,Revamped,Local,30:21.1
SCM3818,Beti Bachao Beti Padhao,1996,Entrepreneurship,Karnataka,Merged,Local,30:21.1
SCM3819,Beti Bachao Beti Padhao,2006,Manufacturing,Uttar Pradesh,Active,State-level,30:21.1
SCM3820,Make in India,2008,,Bihar,Inactive,Local,30:21.1
,Swachh Bharat Abhiyan,1992,Technology,Gujarat,Inactive,Local,30:21.1
SCM3822,Pradhan Mantri Awas Yojana,2019,Health,Telangana,Active,Pan-India,Open
SCM3823,Startup India,2024,Housing,Tamil Nadu,Inactive,State-level,Open
SCM3824,Ayushman Bharat,2018,,Tamil Nadu,Active,Local,30:21.0
SCM3825,Mahatma Gandhi National Rural Employment Guarantee Act,2003,Women Empowerment,Telangana,Revamped,Pan-India,30:21.0
SCM3826,Beti Bachao Beti Padhao,2024,Health,Telangana,Active,State-level,30:21.1
SCM3827,Swachh Bharat Abhiyan,2017,Technology,Gujarat,Merged,Local,30:21.0
SCM3828,Mahatma Gandhi National Rural Employment Guarantee Act,2019,Entrepreneurship,Rajasthan,Revamped,Pan-India,30:21.0
SCM3829,PM Kisan Samman Nidhi,2015,Women Empowerment,Telangana,Active,Pan-India,30:21.1
SCM3830,PM Kisan Samman Nidhi,1996,Entrepreneurship,West Bengal,Merged,Pan-India,30:21.1
SCM3831,Startup India,2020,Education,Madhya Pradesh,Active,Pan-India,Open
SCM3832,Skill India,1994,Employment,Telangana,Merged,State-level,30:21.1
SCM3833,Smart Cities Mission,2024,Manufacturing,Maharashtra,Active,Pan-India,30:21.1
SCM3834,Ayushman Bharat,2003,Technology,Maharashtra,Inactive,Pan-India,30:21.1
,Beti Bachao Beti Padhao,2016,Women Empowerment,Tamil Nadu,Merged,Pan-India,30:21.1
SCM3836,Ayushman Bharat,2013,Women Empowerment,Madhya Pradesh,Inactive,Pan-India,30:21.1
SCM3837,PM Kisan Samman Nidhi,2018,Health,Madhya Pradesh,Inactive,State-level,30:21.0
SCM3838,Saubhagya Yojana,2011,Education,Gujarat,Merged,Local,30:21.1
SCM3839,Saubhagya Yojana,1997,Health,West Bengal,Inactive,Local,30:21.1
SCM3840,Mahatma Gandhi National Rural Employment Guarantee Act,2004,Housing,Telangana,Revamped,Pan-India,30:21.1
SCM3841,Saubhagya Yojana,1994,Education,Telangana,Active,Local,30:21.1
SCM3842,Skill India,1993,Technology,Uttar Pradesh,Merged,State-level,30:21.1
SCM3843,AMRUT,2000,Health,West Bengal,Revamped,State-level,30:21.0
SCM3844,Mahatma Gandhi National Rural Employment Guarantee Act,2007,Manufacturing,West Bengal,Merged,Local,30:21.0
SCM3845,Beti Bachao Beti Padhao,2019,,Uttar Pradesh,Active,Pan-India,30:21.1
SCM3846,National Health Mission,2004,,Madhya Pradesh,Merged,Pan-India,Open
SCM3847,Mahatma Gandhi National Rural Employment Guarantee Act,1995,Entrepreneurship,Telangana,Active,Local,30:21.1
SCM3848,Jan Dhan Yojana,2005,Entrepreneurship,West Bengal,Revamped,State-level,30:21.1
SCM3849,AMRUT,1998,Women Empowerment,West Bengal,Merged,Pan-India,30:21.0
