Scheme_ID,Target_Age_Group,Target_Gender,Caste_Eligibility,Income_Criteria
,41-60,Male,SC,2L-5L
SCM3725,26-40,Male,ST,Below 2L
SCM3726,18-25,Male,SC,Below 2L
SCM3727,18-25,Female,ST,Above 5L
SCM3728,60+,Male,SC,No Limit
SCM3729,26-40,Female,All,No Limit
SCM3730,18-25,Female,SC,No Limit
SCM3731,60+,Male,SC,Below 2L
SCM3732,60+,Female,General,Above 5L
SCM3733,18-25,Male,ST,Above 5L
SCM3734,18-25,Male,All,Above 5L
SCM3735,41-60,All,All,No Limit
SCM3736,18-25,All,ST,Below 2L
SCM3737,60+,Female,OBC,Below 2L
SCM3738,41-60,All,All,No Limit
SCM3739,26-40,Female,General,Below 2L
SCM3740,26-40,Male,ST,No Limit
SCM3741,60+,All,General,Below 2L
SCM3742,60+,Male,ST,No Limit
SCM3743,60+,Female,All,2L-5L
SCM3744,26-40,Male,All,Above 5L
SCM3745,41-60,Female,ST,No Limit
SCM3746,18-25,Male,ST,2L-5L
SCM3747,18-25,All,All,No Limit
SCM3748,26-40,Male,SC,2L-5L
SCM3749,18-25,Female,All,Below 2L
SCM3750,60+,Male,All,No Limit
SCM3751,26-40,All,General,No Limit
SCM3752,60+,Male,OBC,Above 5L
SCM3753,60+,All,General,Above 5L
SCM3754,26-40,Female,All,2L-5L
SCM3755,26-40,Female,SC,No Limit
SCM3756,26-40,Male,All,Below 2L
SCM3757,41-60,Male,OBC,No Limit
SCM3758,18-25,Female,General,2L-5L
SCM3759,18-25,Female,ST,2L-5L
SCM3760,18-25,All,All,No Limit
SCM3761,60+,Male,OBC,2L-5L
SCM3762,41-60,All,General,Below 2L
SCM3763,26-40,Male,All,No Limit
SCM3764,41-60,All,All,Below 2L
,26-40,Female,General,Above 5L
SCM3766,26-40,Male,SC,No Limit
SCM3767,26-40,Male,OBC,2L-5L
SCM3768,26-40,All,SC,No Limit
SCM3769,26-40,All,SC,Above 5L
SCM3770,26-40,All,SC,Below 2L
SCM3771,18-25,All,SC,Above 5L
SCM3772,41-60,Female,ST,2L-5L
SCM3773,60+,Male,OBC,No Limit
SCM3774,41-60,Male,SC,2L-5L
SCM3775,18-25,All,ST,No Limit
SCM3776,41-60,Male,OBC,Below 2L
SCM3777,26-40,All,All,Above 5L
SCM3778,41-60,Male,SC,No Limit
SCM3779,18-25,Female,General,No Limit
SCM3780,26-40,Female,OBC,No Limit
SCM3781,60+,All,General,No Limit
,26-40,Male,OBC,Below 2L
SCM3783,18-25,Male,OBC,Below 2L
SCM3784,60+,Male,General,Above 5L
SCM3785,41-60,Male,OBC,Above 5L
SCM3786,60+,Male,All,No Limit
SCM3787,60+,Female,SC,No Limit
SCM3788,26-40,All,OBC,Below 2L
SCM3789,26-40,Female,ST,No Limit
SCM3790,18-25,Female,OBC,No Limit
SCM3791,18-25,Female,ST,No Limit
SCM3792,18-25,Female,OBC,Above 5L
SCM3793,60+,Male,OBC,No Limit
,60+,All,All,No Limit
SCM3795,41-60,All,SC,Above 5L
SCM3796,41-60,Female,All,Above 5L
SCM3797,60+,All,All,Above 5L
SCM3798,18-25,Male,SC,Above 5L
SCM3799,41-60,Male,SC,No Limit
SCM3800,41-60,Female,All,Above 5L
SCM3801,41-60,Female,SC,Above 5L
SCM3802,26-40,All,General,Above 5L
SCM3803,26-40,Male,General,No Limit
SCM3804,26-40,All,SC,Above 5L
,41-60,All,ST,No Limit
SCM3806,41-60,Male,General,2L-5L
SCM3807,26-40,All,General,Above 5L
SCM3808,18-25,Male,SC,No Limit
SCM3809,41-60,Male,SC,2L-5L
SCM3810,60+,Male,OBC,Above 5L
,26-40,Female,General,No Limit
SCM3812,41-60,All,General,Below 2L
SCM3813,26-40,Male,General,No Limit
SCM3814,41-60,Female,SC,Above 5L
SCM3815,41-60,Female,ST,Below 2L
SCM3816,41-60,Male,OBC,Above 5L
SCM3817,60+,Female,All,Below 2L
SCM3818,60+,Female,General,No Limit
SCM3819,26-40,All,All,No Limit
SCM3820,41-60,Male,ST,2L-5L
,60+,Female,All,No Limit
SCM3822,60+,Male,SC,Above 5L
SCM3823,60+,Male,All,2L-5L
SCM3824,41-60,Male,SC,2L-5L
SCM3825,18-25,Female,All,Above 5L
SCM3826,18-25,Male,SC,Below 2L
SCM3827,60+,All,General,2L-5L
SCM3828,18-25,Female,General,Above 5L
SCM3829,41-60,All,SC,2L-5L
SCM3830,18-25,All,All,Above 5L
SCM3831,18-25,Female,General,2L-5L
SCM3832,26-40,All,ST,Below 2L
SCM3833,41-60,All,All,2L-5L
SCM3834,18-25,All,SC,Below 2L
,41-60,All,ST,Above 5L
SCM3836,60+,All,SC,Below 2L
SCM3837,26-40,Male,SC,2L-5L
SCM3838,41-60,Female,OBC,Above 5L
SCM3839,18-25,All,OBC,Above 5L
SCM3840,60+,All,All,No Limit
SCM3841,26-40,Male,All,2L-5L
SCM3842,18-25,All,General,Below 2L
SCM3843,18-25,All,OBC,Below 2L
SCM3844,18-25,Male,General,No Limit
SCM3845,26-40,Male,All,2L-5L
SCM3846,26-40,Female,ST,2L-5L
SCM3847,18-25,Female,ST,Below 2L
SCM3848,41-60,Male,All,No Limit
SCM3849,60+,Male,SC,No Limit
SCM3850,41-60,Female,OBC,Above 5L
SCM3851,41-60,Female,OBC,Below 2L
SCM3852,41-60,Male,SC,No Limit
SCM3853,60+,Male,SC,Below 2L
SCM3854,26-40,Male,General,2L-5L
SCM3855,60+,Female,SC,2L-5L
SCM3856,18-25,Male,OBC,2L-5L
SCM3857,18-25,All,General,Above 5L
SCM3858,60+,All,SC,Below 2L
SCM3859,60+,Male,All,No Limit
SCM3860,18-25,All,ST,Below 2L
SCM3861,60+,All,SC,Above 5L
SCM3862,26-40,All,SC,No Limit
,18-25,Male,SC,Below 2L
SCM3864,60+,Female,General,2L-5L
SCM3865,18-25,Female,ST,Above 5L
SCM3866,26-40,All,SC,2L-5L
SCM3867,26-40,All,SC,Above 5L
SCM3868,18-25,Male,SC,2L-5L
SCM3869,18-25,All,SC,No Limit
SCM3870,41-60,Female,OBC,2L-5L
SCM3871,26-40,Male,OBC,Above 5L
SCM3872,60+,All,ST,No Limit
SCM3873,26-40,Female,SC,Above 5L
SCM3874,18-25,Female,General,No Limit
SCM3875,18-25,Female,OBC,2L-5L
SCM3876,41-60,All,General,Below 2L
,26-40,Male,OBC,Below 2L
SCM3878,60+,Male,OBC,No Limit
SCM3879,60+,Male,All,2L-5L
SCM3880,41-60,All,General,No Limit
SCM3881,18-25,All,General,Above 5L
,41-60,Male,OBC,Above 5L
SCM3883,18-25,Female,ST,No Limit
SCM3884,60+,Female,OBC,Below 2L
SCM3885,41-60,Female,ST,Below 2L
,60+,Female,All,No Limit
SCM3887,26-40,All,SC,Below 2L
SCM3888,60+,Female,All,2L-5L
SCM3889,60+,Female,ST,Above 5L
SCM3890,41-60,All,OBC,Above 5L
SCM3891,26-40,Male,General,No Limit
SCM3892,26-40,All,SC,No Limit
SCM3893,41-60,Male,OBC,Below 2L
SCM3894,18-25,Male,SC,No Limit
SCM3895,60+,Male,SC,No Limit
SCM3896,26-40,All,ST,No Limit
SCM3897,41-60,Female,All,Below 2L
SCM3898,26-40,All,SC,No Limit
,18-25,All,All,No Limit
SCM3900,60+,Male,General,Below 2L
,60+,All,ST,2L-5L
SCM3902,26-40,Female,OBC,Below 2L
SCM3903,26-40,All,All,Below 2L
SCM3904,26-40,Male,SC,Below 2L
SCM3905,26-40,Female,ST,2L-5L
SCM3906,18-25,Female,General,No Limit
SCM3907,60+,All,ST,Below 2L
SCM3908,26-40,Female,OBC,Below 2L
SCM3909,41-60,All,OBC,Below 2L
SCM3910,60+,All,OBC,2L-5L
SCM3911,41-60,Male,All,Above 5L
SCM3912,41-60,Female,SC,Below 2L
SCM3913,41-60,All,SC,No Limit
SCM3914,60+,Female,OBC,Below 2L
SCM3915,26-40,Female,OBC,No Limit
SCM3916,26-40,All,SC,2L-5L
SCM3917,26-40,Male,All,Above 5L
SCM3918,41-60,Male,OBC,Below 2L
SCM3919,18-25,All,SC,2L-5L
SCM3920,41-60,All,OBC,2L-5L
SCM3921,18-25,Male,SC,No Limit
SCM3922,41-60,Male,ST,2L-5L
SCM3923,60+,Male,All,No Limit
SCM3924,60+,Female,General,Below 2L
SCM3925,41-60,All,OBC,No Limit
SCM3926,60+,Male,SC,No Limit
SCM3927,18-25,All,OBC,Below 2L
SCM3928,26-40,Female,General,No Limit
SCM3929,41-60,All,SC,2L-5L
SCM3930,26-40,Male,General,Below 2L
SCM3931,60+,Male,OBC,Above 5L
SCM3932,60+,All,OBC,2L-5L
SCM3933,60+,All,OBC,No Limit
SCM3934,26-40,Female,SC,2L-5L
SCM3935,41-60,Female,OBC,2L-5L
SCM3936,41-60,Male,SC,No Limit
SCM3937,18-25,Male,All,Below 2L
SCM3938,26-40,Male,ST,2L-5L
SCM3939,18-25,Male,ST,Below 2L
SCM3940,60+,All,OBC,Below 2L
SCM3941,41-60,Female,General,Below 2L
SCM3942,60+,Male,ST,Below 2L
SCM3943,41-60,Female,General,2L-5L
SCM3944,26-40,Male,OBC,Above 5L
SCM3945,41-60,Male,OBC,2L-5L
SCM3946,26-40,All,All,No Limit
SCM3947,41-60,All,SC,2L-5L
SCM3948,41-60,All,General,2L-5L
SCM3949,60+,All,All,Above 5L
SCM3950,26-40,Female,ST,2L-5L
SCM3951,60+,Male,General,No Limit
SCM3952,26-40,Male,General,No Limit
SCM3953,18-25,All,All,No Limit
SCM3954,18-25,All,General,2L-5L
SCM3955,18-25,All,ST,No Limit
SCM3956,60+,All,SC,Below 2L
SCM3957,60+,Male,General,Above 5L
SCM3958,41-60,All,ST,No Limit
SCM3959,18-25,Female,General,2L-5L
SCM3960,26-40,Male,All,2L-5L
SCM3961,41-60,Female,OBC,No Limit
SCM3962,26-40,Male,SC,No Limit
SCM3963,41-60,All,General,Below 2L
SCM3964,60+,All,General,Above 5L
SCM3965,26-40,All,All,No Limit
SCM3966,60+,Male,OBC,Above 5L
SCM3967,60+,Male,General,2L-5L
SCM3968,41-60,Female,ST,Above 5L
SCM3969,41-60,All,SC,2L-5L
SCM3970,18-25,All,ST,2L-5L
SCM3971,26-40,Male,SC,No Limit
SCM3972,26-40,Female,SC,Above 5L
SCM3973,41-60,Female,General,Below 2L
SCM3974,18-25,All,All,Below 2L
SCM3975,26-40,All,All,Above 5L
SCM3976,60+,Male,ST,Above 5L
SCM3977,26-40,All,SC,2L-5L
SCM3978,18-25,All,All,2L-5L
SCM3979,26-40,All,ST,2L-5L
SCM3980,41-60,All,General,Below 2L
SCM3981,26-40,Male,General,Above 5L
SCM3982,60+,All,SC,2L-5L
SCM3983,60+,Female,All,No Limit
SCM3984,60+,All,SC,Below 2L
SCM3985,60+,Female,SC,Below 2L
SCM3986,26-40,All,SC,2L-5L
SCM3987,18-25,All,ST,Below 2L
SCM3988,60+,Male,General,No Limit
SCM3989,60+,Female,General,Above 5L
SCM3990,26-40,Male,SC,No Limit
SCM3991,60+,Female,General,2L-5L
SCM3992,18-25,Female,OBC,No Limit
SCM3993,41-60,Female,All,Below 2L
SCM3994,41-60,Female,General,Above 5L
SCM3995,41-60,All,SC,No Limit
SCM3996,60+,All,General,2L-5L
SCM3997,18-25,All,OBC,No Limit
SCM3998,41-60,Male,All,2L-5L
SCM3999,26-40,Female,ST,2L-5L
SCM4000,41-60,Male,All,Below 2L
,41-60,All,SC,Below 2L
SCM4002,18-25,Male,OBC,Above 5L
SCM4003,26-40,Male,OBC,Below 2L
SCM4004,18-25,Male,OBC,Above 5L
SCM4005,26-40,All,All,Below 2L
SCM4006,18-25,All,All,Above 5L
SCM4007,18-25,All,OBC,Above 5L
SCM4008,18-25,All,All,2L-5L
SCM4009,60+,Female,OBC,Below 2L
SCM4010,60+,Female,OBC,No Limit
SCM4011,41-60,Female,SC,No Limit
SCM4012,18-25,Female,All,Above 5L
SCM4013,60+,Female,OBC,No Limit
SCM4014,41-60,All,ST,Below 2L
SCM4015,41-60,Female,OBC,2L-5L
SCM4016,26-40,Male,General,Above 5L
SCM4017,41-60,Female,General,Above 5L
,18-25,Male,OBC,Below 2L
,26-40,Male,General,Above 5L
SCM4020,18-25,Female,General,2L-5L
SCM4021,41-60,Male,General,No Limit
SCM4022,41-60,Male,General,Above 5L
SCM4023,41-60,All,General,No Limit
SCM4024,18-25,Male,ST,2L-5L
SCM4025,41-60,Female,ST,No Limit
SCM4026,41-60,Male,General,2L-5L
SCM4027,41-60,Male,OBC,No Limit
SCM4028,26-40,Female,General,Above 5L
SCM4029,60+,Female,All,No Limit
SCM4030,41-60,All,OBC,Above 5L
SCM4031,26-40,All,General,No Limit
SCM4032,41-60,Female,All,2L-5L
SCM4033,60+,Female,OBC,2L-5L
SCM4034,60+,All,All,Above 5L
SCM4035,18-25,Male,OBC,2L-5L
SCM4036,41-60,Female,All,Above 5L
SCM4037,26-40,All,ST,2L-5L
SCM4038,18-25,Male,All,2L-5L
SCM4039,18-25,All,ST,Below 2L
,41-60,Male,General,Below 2L
,26-40,All,General,2L-5L
SCM4042,41-60,Male,OBC,2L-5L
SCM4043,60+,Female,SC,Below 2L
,18-25,Female,General,2L-5L
SCM4045,18-25,Female,OBC,Above 5L
SCM4046,26-40,Female,ST,Below 2L
SCM4047,41-60,Male,ST,2L-5L
SCM4048,41-60,All,SC,No Limit
SCM4049,26-40,Male,ST,Above 5L
SCM4050,26-40,Male,OBC,2L-5L
SCM4051,18-25,All,All,Above 5L
SCM4052,18-25,All,OBC,No Limit
SCM4053,60+,All,OBC,Above 5L
SCM4054,18-25,Female,All,2L-5L
SCM4055,60+,Female,ST,Above 5L
SCM4056,18-25,Male,General,Below 2L
SCM4057,60+,Female,OBC,No Limit
SCM4058,26-40,Female,General,2L-5L
SCM4059,26-40,Female,OBC,2L-5L
SCM4060,18-25,Male,SC,Below 2L
SCM4061,26-40,All,SC,2L-5L
SCM4062,26-40,Female,ST,2L-5L
SCM4063,26-40,Female,OBC,2L-5L
SCM4064,60+,Male,OBC,2L-5L
SCM4065,41-60,Female,OBC,No Limit
SCM4066,60+,Male,OBC,No Limit
SCM4067,26-40,Female,OBC,Above 5L
SCM4068,18-25,Male,All,Below 2L
SCM4069,60+,Female,General,Below 2L
SCM4070,60+,All,OBC,Below 2L
SCM4071,26-40,Male,OBC,Below 2L
,60+,Female,ST,Above 5L
SCM4073,60+,Male,ST,Above 5L
SCM4074,60+,All,OBC,Above 5L
SCM4075,60+,Male,SC,2L-5L
SCM4076,26-40,All,General,Below 2L
SCM4077,18-25,Female,SC,2L-5L
SCM4078,60+,All,General,No Limit
SCM4079,41-60,Male,OBC,2L-5L
SCM4080,26-40,All,OBC,No Limit
SCM4081,18-25,Male,All,2L-5L
SCM4082,60+,Male,ST,2L-5L
SCM4083,26-40,Male,SC,Below 2L
SCM4084,18-25,All,ST,No Limit
SCM4085,60+,All,ST,2L-5L
SCM4086,60+,Male,OBC,Below 2L
SCM4087,26-40,Male,All,No Limit
SCM4088,60+,Male,General,No Limit
SCM4089,60+,Female,ST,No Limit
SCM4090,41-60,Male,All,2L-5L
SCM4091,41-60,All,General,Below 2L
SCM4092,26-40,Male,ST,2L-5L
SCM4093,26-40,Female,ST,No Limit
SCM4094,26-40,Female,General,Above 5L
SCM4095,18-25,Male,All,2L-5L
SCM4096,41-60,Female,ST,Above 5L
SCM4097,60+,All,SC,Above 5L
,60+,Male,General,Below 2L
SCM4099,41-60,All,General,No Limit
SCM4100,26-40,All,ST,2L-5L
SCM4101,41-60,All,OBC,Above 5L
SCM4102,26-40,Male,General,2L-5L
SCM4103,26-40,Female,General,No Limit
,26-40,All,SC,Above 5L
SCM4105,41-60,All,ST,Below 2L
SCM4106,18-25,Female,All,Below 2L
SCM4107,18-25,Male,General,2L-5L
SCM4108,18-25,Male,OBC,Above 5L
SCM4109,18-25,All,SC,Above 5L
SCM4110,26-40,All,ST,Below 2L
SCM4111,60+,All,SC,Above 5L
SCM4112,18-25,Female,General,2L-5L
SCM4113,18-25,Male,All,Above 5L
SCM4114,41-60,Male,OBC,Below 2L
SCM4115,26-40,Female,OBC,No Limit
SCM4116,18-25,Male,OBC,No Limit
SCM4117,18-25,Male,ST,Above 5L
SCM4118,18-25,Male,All,No Limit
,18-25,Female,ST,No Limit
SCM4120,18-25,Female,All,Below 2L
SCM4121,60+,Female,General,Above 5L
SCM4122,41-60,All,ST,2L-5L
,60+,Female,All,Below 2L
SCM4124,18-25,Male,ST,Below 2L
SCM4125,18-25,Male,All,No Limit
SCM4126,41-60,Male,SC,Above 5L
SCM4127,60+,Female,ST,No Limit
SCM4128,60+,Female,OBC,No Limit
,18-25,All,ST,Above 5L
SCM4130,18-25,Female,All,2L-5L
SCM4131,41-60,All,ST,No Limit
,26-40,All,All,2L-5L
SCM4133,26-40,Male,General,No Limit
SCM4134,41-60,Male,ST,Above 5L
SCM4135,41-60,All,General,No Limit
SCM4136,41-60,Male,General,Below 2L
SCM4137,26-40,Female,All,Below 2L
SCM4138,60+,Female,General,Below 2L
SCM4139,60+,Female,ST,No Limit
SCM4140,60+,Male,SC,Below 2L
SCM4141,26-40,Male,OBC,2L-5L
SCM4142,18-25,All,ST,No Limit
SCM4143,26-40,Male,OBC,No Limit
SCM4144,41-60,All,All,2L-5L
SCM4145,60+,Male,General,Above 5L
SCM4146,41-60,Female,General,No Limit
SCM4147,18-25,All,OBC,No Limit
SCM4148,18-25,Male,ST,No Limit
SCM4149,41-60,Female,General,Above 5L
SCM4150,60+,Male,All,No Limit
SCM4151,26-40,All,OBC,Below 2L
SCM4152,60+,Male,OBC,2L-5L
SCM4153,18-25,Male,All,2L-5L
SCM4154,18-25,All,General,Below 2L
SCM4155,26-40,Female,OBC,No Limit
SCM4156,26-40,Female,SC,No Limit
,41-60,All,ST,2L-5L
SCM4158,26-40,All,ST,No Limit
SCM4159,41-60,Female,OBC,No Limit
SCM4160,60+,All,All,2L-5L
SCM4161,18-25,Female,ST,2L-5L
SCM4162,41-60,Male,General,Below 2L
SCM4163,18-25,Male,OBC,Below 2L
SCM4164,41-60,All,All,2L-5L
SCM4165,26-40,Female,All,2L-5L
,41-60,Male,All,No Limit
SCM4167,26-40,Female,All,Above 5L
SCM4168,26-40,All,All,Below 2L
SCM4169,18-25,Male,SC,2L-5L
SCM4170,26-40,Male,OBC,No Limit
,60+,Female,ST,No Limit
SCM4172,41-60,Male,ST,Below 2L
SCM4173,41-60,Male,All,Above 5L
,60+,Female,SC,No Limit
SCM4175,60+,Female,All,Below 2L
SCM4176,26-40,Male,All,Below 2L
SCM4177,60+,All,ST,No Limit
SCM4178,41-60,All,ST,Below 2L
SCM4179,41-60,Female,ST,2L-5L
SCM4180,60+,Female,ST,Above 5L
SCM4181,60+,All,SC,Below 2L
SCM4182,18-25,Male,SC,Above 5L
SCM4183,41-60,All,SC,No Limit
SCM4184,41-60,All,SC,Below 2L
SCM4185,26-40,Male,All,Below 2L
SCM4186,41-60,Female,OBC,Above 5L
SCM4187,60+,Male,SC,2L-5L
SCM4188,18-25,All,ST,Below 2L
SCM4189,26-40,Male,ST,No Limit
SCM4190,60+,All,OBC,2L-5L
SCM4191,41-60,Female,ST,Below 2L
SCM4192,41-60,Female,OBC,Above 5L
SCM4193,60+,Female,OBC,No Limit
SCM4194,18-25,All,ST,2L-5L
SCM4195,18-25,Female,General,Below 2L
SCM4196,18-25,Female,SC,Below 2L
,18-25,All,SC,2L-5L
SCM4198,26-40,Male,OBC,Above 5L
SCM4199,26-40,Male,ST,No Limit
SCM4200,60+,All,ST,2L-5L
SCM4201,26-40,All,OBC,2L-5L
SCM4202,41-60,All,All,Above 5L
SCM4203,18-25,Male,SC,2L-5L
SCM4204,60+,Female,All,No Limit
SCM4205,18-25,Female,All,Above 5L
SCM4206,60+,Female,General,Below 2L
SCM4207,18-25,Male,OBC,Above 5L
SCM4208,26-40,All,All,Below 2L
SCM4209,18-25,All,SC,Above 5L
SCM4210,60+,All,General,Below 2L
SCM4211,26-40,Male,All,Above 5L
SCM4212,60+,Female,ST,No Limit
SCM4213,41-60,Female,OBC,Below 2L
SCM4214,18-25,All,OBC,Below 2L
SCM4215,41-60,Female,General,Above 5L
SCM4216,26-40,All,ST,Below 2L
SCM4217,41-60,Female,OBC,No Limit
SCM4218,60+,All,All,Above 5L
SCM4219,60+,All,SC,2L-5L
SCM4220,60+,Female,All,Above 5L
SCM4221,26-40,All,General,No Limit
,60+,Male,All,No Limit
SCM4223,26-40,Female,General,No Limit
SCM4224,41-60,Female,All,Below 2L
SCM4225,18-25,Female,ST,Above 5L
SCM4226,18-25,Male,OBC,2L-5L
SCM4227,18-25,Male,SC,Above 5L
SCM4228,18-25,Male,General,Below 2L
SCM4229,18-25,Female,ST,No Limit
SCM4230,26-40,Male,OBC,No Limit
SCM4231,41-60,Male,OBC,Below 2L
SCM4232,60+,All,ST,No Limit
SCM4233,41-60,Male,All,Above 5L
,60+,Female,All,2L-5L
,26-40,All,General,2L-5L
SCM4236,60+,Male,OBC,2L-5L
SCM4237,41-60,Male,SC,Below 2L
SCM4238,26-40,All,General,2L-5L
SCM4239,60+,Male,SC,Above 5L
SCM4240,18-25,Female,OBC,Above 5L
SCM4241,41-60,All,General,Above 5L
SCM4242,60+,Female,SC,No Limit
SCM4243,18-25,All,General,No Limit
SCM4244,41-60,Female,All,No Limit
SCM4245,60+,Female,General,Above 5L
SCM4246,18-25,All,All,Below 2L
SCM4247,60+,Female,General,Below 2L
SCM4248,41-60,Female,General,2L-5L
SCM4249,18-25,Male,All,Above 5L
SCM4250,60+,Male,OBC,Below 2L
SCM4251,60+,Male,SC,2L-5L
SCM4252,26-40,Male,SC,Below 2L
SCM4253,18-25,All,SC,No Limit
SCM4254,18-25,All,General,No Limit
SCM4255,41-60,Female,General,2L-5L
SCM4256,41-60,Male,OBC,Above 5L
SCM4257,41-60,Male,All,No Limit
SCM4258,41-60,Female,ST,2L-5L
SCM4259,60+,Male,General,Above 5L
SCM4260,41-60,Female,ST,Above 5L
SCM4261,60+,Female,General,2L-5L
SCM4262,60+,Female,ST,No Limit
SCM4263,26-40,Male,SC,Below 2L
SCM4264,60+,Male,SC,Above 5L
SCM4265,41-60,Female,SC,2L-5L
,26-40,All,OBC,2L-5L
SCM4267,26-40,Female,OBC,No Limit
SCM4268,41-60,Male,ST,No Limit
SCM4269,60+,Male,SC,No Limit
SCM4270,18-25,Female,General,Above 5L
SCM4271,41-60,All,OBC,No Limit
SCM4272,60+,Male,General,No Limit
SCM4273,26-40,All,OBC,Below 2L
SCM4274,60+,All,OBC,Above 5L
SCM4275,60+,Male,SC,No Limit
SCM4276,41-60,Male,OBC,Below 2L
SCM4277,41-60,All,SC,2L-5L
SCM4278,41-60,All,OBC,No Limit
SCM4279,60+,Female,ST,No Limit
SCM4280,18-25,Male,SC,2L-5L
SCM4281,60+,Male,General,Above 5L
SCM4282,41-60,Female,All,2L-5L
SCM4283,26-40,All,SC,No Limit
SCM4284,18-25,Female,General,Above 5L
SCM4285,41-60,Male,ST,No Limit
SCM4286,41-60,Female,OBC,Below 2L
,41-60,All,OBC,2L-5L
SCM4288,41-60,Male,ST,2L-5L
SCM4289,60+,Male,All,2L-5L
SCM4290,18-25,All,SC,Below 2L
SCM4291,41-60,All,General,Below 2L
SCM4292,18-25,Male,OBC,Below 2L
SCM4293,60+,Male,OBC,Above 5L
SCM4294,18-25,Female,General,2L-5L
SCM4295,41-60,Female,SC,Above 5L
SCM4296,60+,Female,General,Above 5L
SCM4297,41-60,All,ST,Below 2L
SCM4298,60+,All,OBC,2L-5L
SCM4299,41-60,Female,All,Below 2L
SCM4300,18-25,Female,ST,2L-5L
SCM4301,18-25,Female,OBC,Above 5L
SCM4302,26-40,Male,ST,Below 2L
SCM4303,60+,All,All,Above 5L
SCM4304,18-25,Male,SC,Below 2L
SCM4305,60+,Female,General,2L-5L
SCM4306,18-25,All,OBC,No Limit
SCM4307,26-40,All,SC,2L-5L
SCM4308,26-40,Female,SC,No Limit
SCM4309,60+,All,OBC,2L-5L
SCM4310,60+,Female,SC,Above 5L
SCM4311,60+,Male,ST,2L-5L
SCM4312,41-60,Female,ST,No Limit
SCM4313,60+,Female,General,Above 5L
SCM4314,60+,Male,All,Above 5L
SCM4315,26-40,Female,All,No Limit
SCM4316,41-60,Male,SC,2L-5L
SCM4317,60+,Female,All,2L-5L
SCM4318,41-60,Male,SC,Above 5L
SCM4319,18-25,All,SC,No Limit
SCM4320,60+,Male,OBC,Above 5L
SCM4321,60+,Male,General,Below 2L
SCM4322,60+,Female,All,No Limit
,60+,All,General,2L-5L
SCM4324,41-60,All,ST,No Limit
SCM4325,26-40,All,General,2L-5L
SCM4326,41-60,All,ST,Below 2L
SCM4327,41-60,All,SC,No Limit
SCM4328,26-40,All,All,2L-5L
SCM4329,26-40,All,SC,Below 2L
SCM4330,60+,Female,General,2L-5L
SCM4331,60+,Female,SC,2L-5L
SCM4332,18-25,Female,All,No Limit
SCM4333,26-40,Female,General,No Limit
,60+,Female,ST,Below 2L
SCM4335,60+,Female,All,Below 2L
SCM4336,60+,Female,OBC,Above 5L
SCM4337,60+,All,General,No Limit
SCM4338,26-40,Male,OBC,No Limit
SCM4339,60+,Male,OBC,Below 2L
SCM4340,60+,Male,OBC,2L-5L
SCM4341,26-40,All,General,No Limit
SCM4342,18-25,All,ST,Above 5L
SCM4343,60+,Female,OBC,No Limit
SCM4344,60+,Male,General,Above 5L
,60+,All,SC,2L-5L
SCM4346,26-40,All,OBC,2L-5L
SCM4347,60+,Male,General,Above 5L
SCM4348,18-25,Male,All,Below 2L
SCM4349,26-40,Male,SC,2L-5L
SCM4350,18-25,Male,ST,2L-5L
SCM4351,41-60,All,ST,2L-5L
SCM4352,60+,Male,SC,Above 5L
SCM4353,60+,Female,General,Below 2L
SCM4354,60+,All,All,Above 5L
SCM4355,41-60,All,SC,No Limit
SCM4356,41-60,Female,All,Above 5L
SCM4357,18-25,All,All,No Limit
SCM4358,26-40,Male,OBC,Below 2L
SCM4359,41-60,All,OBC,Above 5L
SCM4360,18-25,All,OBC,2L-5L
SCM4361,26-40,All,General,2L-5L
SCM4362,41-60,All,All,No Limit
SCM4363,26-40,Female,OBC,No Limit
SCM4364,41-60,All,OBC,2L-5L
SCM4365,26-40,Female,ST,2L-5L
SCM4366,26-40,Male,OBC,2L-5L
SCM4367,60+,Male,General,Above 5L
SCM4368,60+,Male,ST,2L-5L
SCM4369,41-60,Female,General,Above 5L
SCM4370,60+,All,OBC,Above 5L
SCM4371,26-40,Female,SC,Above 5L
SCM4372,60+,Female,All,2L-5L
SCM4373,26-40,Male,SC,Below 2L
SCM4374,60+,Female,SC,Below 2L
SCM4375,60+,All,General,No Limit
,26-40,All,General,2L-5L
SCM4377,41-60,Male,OBC,2L-5L
SCM4378,26-40,Male,ST,No Limit
,18-25,Male,All,Above 5L
SCM4380,26-40,Male,OBC,Above 5L
SCM4381,18-25,Male,OBC,Below 2L
SCM4382,26-40,Female,SC,No Limit
SCM4383,18-25,Female,SC,Below 2L
SCM4384,18-25,All,OBC,Above 5L
SCM4385,18-25,Male,ST,Above 5L
SCM4386,18-25,All,All,No Limit
SCM4387,60+,Male,General,No Limit
SCM4388,26-40,All,All,No Limit
SCM4389,18-25,All,General,2L-5L
SCM4390,60+,All,General,2L-5L
SCM4391,41-60,Male,OBC,No Limit
SCM4392,26-40,Female,SC,No Limit
SCM4393,26-40,Female,General,No Limit
SCM4394,41-60,Female,SC,No Limit
SCM4395,18-25,Female,All,No Limit
SCM4396,60+,Female,OBC,2L-5L
SCM4397,26-40,Female,All,2L-5L
SCM4398,41-60,Male,ST,No Limit
SCM4399,26-40,Male,ST,Below 2L
