Scheme_ID,Feedback_Rating,Approval_Rate,Implementation_Score,Success_Rate,Application_Mode,Required_Documents,Scheme_Objective
SCM3492,3,71.22,7.98,84.37,Online,"Ration Card, Aadhaar",Housing for all
SCM3493,2,78.61,8.33,57.1,Online,"Ration Card, Aadhaar",Skill development
SCM3494,2,82.35,8.58,78.38,Offline,"Aadhaar, Income Certificate",Sanitation awareness
SCM3495,4,90.37,1.9,48.06,Offline,None,Housing for all
SCM3496,2,53.74,8.69,88.24,Both,"Caste Certificate, Income Certificate",Skill development
SCM3497,2,90.37,2.32,-10,Both,"Aadhaar, Income Certificate",Financial inclusion
SCM3498,2,53.33,3.46,84.26,Offline,"Aadhaar, PAN, Bank Passbook",Technology adoption
SCM3499,1,85.98,9.74,63.4,Offline,"Ration Card, Aadhaar",Skill development
SCM3500,1,73.27,2.3,46.04,Offline,"Ration Card, Aadhaar",Housing for all
SCM3501,2,61.86,3.26,60.05,Both,"Ration Card, Aadhaar",Health insurance coverage
SCM3502,3,85.35,4.02,56.7,Offline,"Ration Card, Aadhaar",Health insurance coverage
SCM3503,3,93.52,8.26,53.29,Online,None,Technology adoption
SCM3504,3,91.44,3.89,44.85,Online,"Aadhaar, Income Certificate",Technology adoption
SCM3505,2,59.71,8.43,83.14,Both,"Aadhaar, Income Certificate",Startup support
SCM3506,2,80.21,2.85,36.04,Online,"Aadhaar, PAN, Bank Passbook",Startup support
SCM3507,3,83.16,6.41,92.13,Offline,"Aadhaar, Income Certificate",Sanitation awareness
SCM3508,1,52.62,9.64,42.25,Offline,"Caste Certificate, Income Certificate",Skill development
SCM3509,1,66.41,1.37,98.59,Online,"Aadhaar, PAN, Bank Passbook",Employment generation
SCM3510,1,55.21,9.18,99.19,Online,"Caste Certificate, Income Certificate",Sanitation awareness
SCM3511,1,70.84,2.48,57.89,Offline,"Aadhaar, PAN, Bank Passbook",Skill development
SCM3512,4,86.36,6.23,99.15,Both,None,Financial inclusion
SCM3513,4,90.26,1.44,90.83,Offline,None,Financial inclusion
SCM3514,3,88.16,6.14,35.77,Offline,"Ration Card, Aadhaar",Startup support
SCM3515,4,63.58,6.54,96.31,Offline,"Aadhaar, Income Certificate",Employment generation
SCM3516,4,57.43,8.27,32.98,Online,"Caste Certificate, Income Certificate",Skill development
SCM3517,1,93.62,4.74,42.73,Online,"Aadhaar, Income Certificate",Education access
SCM3518,4,87.13,9.24,70.92,Offline,"Ration Card, Aadhaar",Technology adoption
SCM3519,2,87.76,4.33,35.65,Offline,"Caste Certificate, Income Certificate",Health insurance coverage
SCM3520,2,63.54,1.82,41.32,Both,None,Sanitation awareness
SCM3521,2,78.61,4.48,96.74,Online,None,Financial inclusion
SCM3522,1,94.9,3.76,99.63,Offline,"Ration Card, Aadhaar",Sanitation awareness
SCM3523,2,91.71,5.02,85.87,Online,"Caste Certificate, Income Certificate",Health insurance coverage
SCM3524,2,63.37,2.8,66.06,Both,"Caste Certificate, Income Certificate",Education access
SCM3525,2,97.54,4.33,93.02,Online,None,Startup support
SCM3526,2,68.94,8.98,37.83,Both,"Ration Card, Aadhaar",Employment generation
SCM3527,3,78.63,6.87,96,Online,"Ration Card, Aadhaar",Women empowerment
SCM3528,1,86.57,2.78,54.61,Online,None,Women empowerment
SCM3529,1,62.54,1.48,90.3,Offline,"Aadhaar, Income Certificate",Employment generation
SCM3530,4,69.67,2.95,76.79,Online,"Aadhaar, PAN, Bank Passbook",Education access
SCM3531,1,96.46,4.68,97.22,Online,"Ration Card, Aadhaar",Financial inclusion
SCM3532,3,53.79,4.3,90.53,Both,None,Startup support
SCM3533,1,51.02,8.64,-10,Online,"Caste Certificate, Income Certificate",Financial inclusion
SCM3534,3,98.24,6.27,74.22,Offline,"Ration Card, Aadhaar",Financial inclusion
SCM3535,2,93.76,8.58,88.32,Both,"Caste Certificate, Income Certificate",Health insurance coverage
SCM3536,3,90.02,9.99,83,Both,"Caste Certificate, Income Certificate",Housing for all
SCM3537,1,66.68,3.61,41.31,Offline,"Caste Certificate, Income Certificate",Women empowerment
SCM3538,3,68.83,5.3,75.4,Online,"Caste Certificate, Income Certificate",Employment generation
SCM3539,3,94.86,7.35,40.37,Offline,"Aadhaar, Income Certificate",Technology adoption
SCM3540,2,98.75,5.61,90.86,Offline,"Ration Card, Aadhaar",Employment generation
SCM3541,3,53.07,3.94,34.62,Online,"Ration Card, Aadhaar",Startup support
SCM3542,3,73.41,8.35,,Offline,"Aadhaar, PAN, Bank Passbook",Housing for all
SCM3543,4,70.03,9.03,58.04,Online,None,Financial inclusion
SCM3544,4,86.85,3.5,41.94,Both,"Aadhaar, PAN, Bank Passbook",Women empowerment
SCM3545,3,74.67,3.53,95.5,Offline,"Aadhaar, PAN, Bank Passbook",Health insurance coverage
SCM3546,3,53.93,6.11,33.18,Online,"Aadhaar, Income Certificate",Financial inclusion
SCM3547,1,58.36,8.35,62.91,Both,"Caste Certificate, Income Certificate",Health insurance coverage
,2,65.37,5.68,83.92,Online,"Aadhaar, Income Certificate",Startup support
SCM3549,3,89.36,1.54,52.17,Offline,"Aadhaar, PAN, Bank Passbook",Technology adoption
SCM3550,2,88.68,3.66,67.02,Online,"Ration Card, Aadhaar",Education access
SCM3551,4,88.58,5.53,79.03,Offline,"Caste Certificate, Income Certificate",Financial inclusion
,2,88.84,7.63,96.64,Both,"Aadhaar, PAN, Bank Passbook",Startup support
SCM3553,1,70.82,7.97,37.19,Offline,"Ration Card, Aadhaar",Employment generation
SCM3554,3,80.74,7.77,41.01,Offline,"Ration Card, Aadhaar",Health insurance coverage
SCM3555,4,57.24,1.85,65.62,Both,"Aadhaar, Income Certificate",Startup support
SCM3556,3,61.22,6.54,59.29,Online,"Aadhaar, PAN, Bank Passbook",Health insurance coverage
SCM3557,1,66.18,4.83,58.76,Offline,"Aadhaar, PAN, Bank Passbook",Education access
SCM3558,4,75.67,3.82,50.79,Offline,"Caste Certificate, Income Certificate",Employment generation
SCM3559,4,59.19,8.45,69.25,Both,None,Education access
SCM3560,4,93.72,4.23,91.83,Offline,None,Women empowerment
SCM3561,1,81.07,2.64,41.26,Online,"Ration Card, Aadhaar",Housing for all
SCM3562,4,76.85,7.26,45.07,Offline,"Caste Certificate, Income Certificate",Employment generation
SCM3563,1,50.8,2.22,76.96,Offline,"Aadhaar, Income Certificate",Women empowerment
SCM3564,2,78.12,3.64,33.93,Online,"Aadhaar, PAN, Bank Passbook",Technology adoption
SCM3565,3,95.79,5,77.16,Both,"Aadhaar, PAN, Bank Passbook",Startup support
SCM3566,3,61.2,2.28,52.01,Online,"Aadhaar, Income Certificate",Skill development
SCM3567,4,61.04,3.59,55.05,Both,"Aadhaar, Income Certificate",Education access
SCM3568,3,95.73,6.77,,Both,"Aadhaar, Income Certificate",Startup support
SCM3569,4,91.63,6.02,54.47,Both,None,Education access
SCM3570,1,84.03,8.6,88.88,Both,"Aadhaar, Income Certificate",Financial inclusion
SCM3571,2,86.66,2.27,,Offline,"Caste Certificate, Income Certificate",Employment generation
SCM3572,2,52.96,8.77,68.36,Online,"Aadhaar, Income Certificate",Technology adoption
SCM3573,1,88.07,1.68,70.73,Offline,"Aadhaar, Income Certificate",Employment generation
SCM3574,4,87.23,7.69,34.93,Offline,"Aadhaar, PAN, Bank Passbook",Health insurance coverage
SCM3575,3,52.5,2.86,79.92,Online,"Caste Certificate, Income Certificate",Technology adoption
SCM3576,3,89.49,9.13,70.89,Offline,"Ration Card, Aadhaar",Education access
SCM3577,4,82.04,1.37,33.53,Offline,"Aadhaar, Income Certificate",Women empowerment
SCM3578,4,78.57,6.22,43.89,Both,None,Sanitation awareness
SCM3579,4,75.72,1.12,44.14,Both,"Aadhaar, Income Certificate",Women empowerment
SCM3580,2,75.68,7.62,41.97,Online,"Ration Card, Aadhaar",Education access
SCM3581,2,61.72,1.3,76.11,Online,"Aadhaar, PAN, Bank Passbook",Skill development
SCM3582,3,50.15,7.54,94.99,Online,"Aadhaar, Income Certificate",Women empowerment
SCM3583,4,97.99,8.28,83.41,Both,"Aadhaar, Income Certificate",Financial inclusion
SCM3584,1,73.07,9.06,63.42,Both,"Ration Card, Aadhaar",Women empowerment
SCM3585,4,52.17,4.23,58.28,Online,"Aadhaar, Income Certificate",Women empowerment
SCM3586,1,66.56,5.88,57.05,Online,"Caste Certificate, Income Certificate",Technology adoption
SCM3587,4,68.65,7.6,,Online,"Aadhaar, PAN, Bank Passbook",Technology adoption
SCM3588,4,93.56,8.39,55.15,Online,"Aadhaar, Income Certificate",Women empowerment
SCM3589,2,67.11,8.05,45.83,Both,None,Skill development
,1,93.96,8.63,72.2,Offline,"Ration Card, Aadhaar",Employment generation
SCM3591,4,72.13,9.08,57.35,Online,"Caste Certificate, Income Certificate",Employment generation
SCM3592,4,58.35,6.85,30.99,Offline,"Ration Card, Aadhaar",Skill development
SCM3593,1,64.29,2.57,31.56,Offline,None,Housing for all
SCM3594,3,92.39,8.5,49.19,Offline,"Aadhaar, Income Certificate",Technology adoption
,3,58.02,5.17,65.87,Offline,"Caste Certificate, Income Certificate",Women empowerment
SCM3596,1,80.75,1.46,54.8,Both,"Aadhaar, Income Certificate",Housing for all
SCM3597,4,86.28,6.63,31.68,Offline,"Aadhaar, Income Certificate",Skill development
,4,65.61,7.55,45.62,Both,"Ration Card, Aadhaar",Housing for all
SCM3599,2,90.18,5.12,36.75,Offline,"Aadhaar, Income Certificate",Women empowerment
SCM3600,4,65.65,5.56,96.4,Online,"Aadhaar, PAN, Bank Passbook",Technology adoption
SCM3601,3,63.6,5.95,51.9,Online,"Ration Card, Aadhaar",Technology adoption
SCM3602,3,53.75,3.27,31.03,Online,"Aadhaar, Income Certificate",Women empowerment
SCM3603,4,79.27,4.37,76.24,Online,"Aadhaar, Income Certificate",Education access
SCM3604,3,76.62,8.26,46.27,Online,None,Housing for all
SCM3605,4,83.12,1.27,69.67,Offline,"Aadhaar, PAN, Bank Passbook",Women empowerment
SCM3606,2,73.4,6.01,40.55,Offline,None,Health insurance coverage
SCM3607,4,60.28,1.29,98.88,Online,None,Skill development
SCM3608,3,55.18,2.81,97.92,Both,"Aadhaar, Income Certificate",Housing for all
SCM3609,3,74.96,4.36,75.92,Both,"Aadhaar, Income Certificate",Startup support
SCM3610,1,76.86,2.68,79.5,Online,"Aadhaar, Income Certificate",Employment generation
SCM3611,2,96.61,8.64,59.81,Online,"Aadhaar, PAN, Bank Passbook",Startup support
SCM3612,1,74.73,8.83,97.35,Offline,"Caste Certificate, Income Certificate",Housing for all
SCM3613,4,96.64,2.38,59.66,Both,None,Women empowerment
SCM3614,4,81.77,9.03,46.76,Online,"Ration Card, Aadhaar",Housing for all
SCM3615,1,57.51,3.07,38.08,Both,"Ration Card, Aadhaar",Women empowerment
SCM3616,1,54.3,1.11,44.57,Both,"Caste Certificate, Income Certificate",Sanitation awareness
SCM3617,1,98.08,7.63,70.05,Offline,"Caste Certificate, Income Certificate",Women empowerment
SCM3618,1,60.19,5.66,47.16,Both,"Aadhaar, Income Certificate",Sanitation awareness
SCM3619,1,67.39,5.49,75.8,Both,None,Financial inclusion
SCM3620,3,51.77,1.02,,Online,"Ration Card, Aadhaar",Skill development
SCM3621,2,63.74,9.81,92.08,Online,None,Sanitation awareness
SCM3622,1,97.82,8.49,69.09,Offline,"Aadhaar, PAN, Bank Passbook",Sanitation awareness
SCM3623,2,54.56,9.71,73.58,Both,"Ration Card, Aadhaar",Health insurance coverage
SCM3624,2,94.93,3.19,,Both,"Ration Card, Aadhaar",Health insurance coverage
SCM3625,4,53.28,6.43,91.99,Online,None,Education access
SCM3626,3,82.55,7.72,34.44,Both,None,Startup support
,2,74.77,8.23,34.71,Both,"Caste Certificate, Income Certificate",Sanitation awareness
SCM3628,2,86.53,8.04,79.12,Offline,"Aadhaar, PAN, Bank Passbook",Education access
SCM3629,2,88.89,6.15,83.76,Offline,"Aadhaar, Income Certificate",Health insurance coverage
SCM3630,2,83.89,1.28,60.35,Offline,"Caste Certificate, Income Certificate",Startup support
SCM3631,3,59.82,9.95,54.66,Both,"Aadhaar, PAN, Bank Passbook",Skill development
SCM3632,3,81.72,2.03,49.46,Offline,"Aadhaar, Income Certificate",Housing for all
SCM3633,4,80.9,2.63,46.41,Offline,"Aadhaar, PAN, Bank Passbook",Women empowerment
SCM3634,1,92.52,8.42,93.84,Offline,"Aadhaar, Income Certificate",Education access
SCM3635,4,55.71,1.91,50.66,Both,"Caste Certificate, Income Certificate",Sanitation awareness
SCM3636,2,80.17,2.92,75.37,Online,"Ration Card, Aadhaar",Startup support
SCM3637,4,60.29,1.18,85.1,Both,"Caste Certificate, Income Certificate",Health insurance coverage
SCM3638,2,83.18,2.41,31.54,Offline,"Aadhaar, Income Certificate",Health insurance coverage
SCM3639,4,75.91,6.93,32.37,Offline,"Aadhaar, Income Certificate",Skill development
SCM3640,4,59.5,4.24,53.32,Offline,"Aadhaar, PAN, Bank Passbook",Employment generation
,4,56.16,2.22,78.72,Online,None,Startup support
SCM3642,3,84.93,3.38,48.26,Offline,None,Housing for all
SCM3643,4,90.9,7.78,30.1,Both,"Caste Certificate, Income Certificate",Technology adoption
SCM3644,3,68.5,6.01,50.17,Online,"Aadhaar, Income Certificate",Health insurance coverage
SCM3645,3,81.11,5.28,36.31,Offline,None,Women empowerment
,4,90.29,1.42,45.36,Online,"Aadhaar, Income Certificate",Employment generation
SCM3647,2,86.18,5.61,53.32,Both,"Aadhaar, Income Certificate",Housing for all
SCM3648,3,86.47,5.33,38.96,Offline,"Caste Certificate, Income Certificate",Sanitation awareness
SCM3649,4,77.89,4.99,79.45,Both,"Caste Certificate, Income Certificate",Technology adoption
SCM3650,4,56.84,5.39,,Online,"Ration Card, Aadhaar",Women empowerment
SCM3651,2,97.34,1.67,76.28,Offline,"Aadhaar, PAN, Bank Passbook",Health insurance coverage
SCM3652,3,65.35,9.4,71.93,Offline,"Ration Card, Aadhaar",Sanitation awareness
SCM3653,2,55.72,3.76,92.86,Both,"Aadhaar, PAN, Bank Passbook",Startup support
SCM3654,1,93.19,6.87,,Online,None,Sanitation awareness
SCM3655,3,94.13,4.23,45.02,Both,"Aadhaar, Income Certificate",Employment generation
SCM3656,1,93.81,3.95,90.56,Online,"Aadhaar, Income Certificate",Employment generation
SCM3657,4,75.82,7.52,87.55,Offline,None,Housing for all
SCM3658,3,65.46,4.77,43.45,Online,None,Housing for all
SCM3659,3,90.59,6.54,37.54,Offline,"Caste Certificate, Income Certificate",Skill development
SCM3660,2,96.38,3.47,89.94,Offline,"Caste Certificate, Income Certificate",Health insurance coverage
SCM3661,1,50.51,3.39,42.47,Offline,None,Skill development
SCM3662,2,95.29,2.79,90.98,Online,"Aadhaar, Income Certificate",Employment generation
SCM3663,4,61.81,3.71,,Offline,"Ration Card, Aadhaar",Education access
SCM3664,2,89.74,1.58,45.46,Both,"Ration Card, Aadhaar",Startup support
SCM3665,2,90.52,1.7,88.83,Online,"Ration Card, Aadhaar",Technology adoption
SCM3666,2,78.09,8.68,59.67,Online,"Aadhaar, PAN, Bank Passbook",Education access
SCM3667,3,71.88,3.52,85.21,Both,"Aadhaar, Income Certificate",Health insurance coverage
SCM3668,4,61.23,5.84,58.52,Both,"Aadhaar, Income Certificate",Sanitation awareness
SCM3669,4,62,5.47,34.93,Both,"Caste Certificate, Income Certificate",Health insurance coverage
SCM3670,2,74.88,6.71,79.89,Online,"Ration Card, Aadhaar",Employment generation
SCM3671,3,57.13,6.83,40.55,Offline,None,Women empowerment
SCM3672,3,83.83,4.3,94.89,Online,"Ration Card, Aadhaar",Financial inclusion
SCM3673,2,51.59,2.2,59.24,Both,"Aadhaar, Income Certificate",Education access
SCM3674,4,51.34,2.6,35.74,Online,"Caste Certificate, Income Certificate",Women empowerment
,3,75.51,4.23,45.99,Online,None,Employment generation
SCM3676,1,63.3,6.04,90.38,Both,"Ration Card, Aadhaar",Housing for all
SCM3677,1,73.87,6.53,52.48,Both,"Caste Certificate, Income Certificate",Education access
SCM3678,4,77.89,9.39,,Both,None,Sanitation awareness
SCM3679,4,65.56,3.75,42.06,Offline,"Aadhaar, PAN, Bank Passbook",Housing for all
SCM3680,4,93.95,1.98,62.78,Offline,"Aadhaar, PAN, Bank Passbook",Housing for all
SCM3681,1,74.81,5.84,91.48,Both,"Aadhaar, PAN, Bank Passbook",Health insurance coverage
SCM3682,1,91.11,1.6,33.39,Online,"Ration Card, Aadhaar",Health insurance coverage
SCM3683,3,94.65,2.49,51.3,Online,"Aadhaar, PAN, Bank Passbook",Startup support
SCM3684,4,94.46,5.99,93.69,Online,"Aadhaar, PAN, Bank Passbook",Technology adoption
SCM3685,3,53.29,9.32,71.76,Both,None,Health insurance coverage
,1,52.25,2.76,80.14,Offline,"Ration Card, Aadhaar",Education access
SCM3687,1,79.6,4.26,88.95,Offline,"Caste Certificate, Income Certificate",Health insurance coverage
SCM3688,1,70.5,4.99,66.65,Online,None,Health insurance coverage
SCM3689,1,88.59,9.58,89.18,Online,"Aadhaar, PAN, Bank Passbook",Education access
SCM3690,3,97.68,7.62,74.71,Online,"Aadhaar, PAN, Bank Passbook",Health insurance coverage
SCM3691,1,53.37,3.99,78,Both,None,Health insurance coverage
SCM3692,1,81.52,3.44,40.7,Offline,"Aadhaar, Income Certificate",Sanitation awareness
SCM3693,4,80.23,5.67,95.73,Both,"Aadhaar, PAN, Bank Passbook",Skill development
SCM3694,2,93.44,4.43,85.73,Both,"Aadhaar, PAN, Bank Passbook",Women empowerment
SCM3695,2,65.69,6.55,47.79,Online,"Aadhaar, Income Certificate",Women empowerment
SCM3696,3,75.78,5.81,70.6,Online,"Aadhaar, PAN, Bank Passbook",Financial inclusion
SCM3697,1,97.03,1.3,56.35,Offline,"Ration Card, Aadhaar",Sanitation awareness
SCM3698,1,99.78,1.67,76.23,Online,"Caste Certificate, Income Certificate",Skill development
SCM3699,2,78.38,2.21,99.56,Both,"Aadhaar, PAN, Bank Passbook",Technology adoption
SCM3700,1,60.39,6.86,33.2,Both,None,Women empowerment
SCM3701,4,89.67,9.8,96.68,Both,"Caste Certificate, Income Certificate",Health insurance coverage
SCM3702,1,68.76,5.07,35.07,Online,"Aadhaar, Income Certificate",Employment generation
SCM3703,1,95.62,2.34,62.25,Offline,"Aadhaar, Income Certificate",Employment generation
SCM3704,2,89.77,6.49,63.75,Both,"Caste Certificate, Income Certificate",Employment generation
SCM3705,2,96.99,6.63,48.81,Offline,"Ration Card, Aadhaar",Employment generation
SCM3706,1,60.74,7.8,69.67,Offline,"Aadhaar, PAN, Bank Passbook",Financial inclusion
SCM3707,1,70.77,7.39,88.38,Online,"Ration Card, Aadhaar",Employment generation
SCM3708,1,62.49,7.19,50.58,Online,None,Sanitation awareness
SCM3709,1,97.03,7.52,34.93,Both,"Aadhaar, Income Certificate",Startup support
SCM3710,3,86.73,8.37,74.26,Offline,"Ration Card, Aadhaar",Sanitation awareness
SCM3711,2,51.23,9.06,82.62,Online,None,Health insurance coverage
SCM3712,4,63.97,1.03,96.82,Both,"Aadhaar, Income Certificate",Startup support
SCM3713,3,86.88,7,41.17,Online,"Aadhaar, Income Certificate",Sanitation awareness
SCM3714,3,84.06,9.47,93.1,Online,None,Women empowerment
SCM3715,3,51.89,7.82,63.75,Online,"Aadhaar, PAN, Bank Passbook",Technology adoption
,3,69.26,1.73,,Online,"Aadhaar, PAN, Bank Passbook",Startup support
SCM3717,1,89.68,7.63,97.39,Offline,"Caste Certificate, Income Certificate",Financial inclusion
SCM3718,1,66.95,3.27,46.69,Offline,"Aadhaar, Income Certificate",Housing for all
SCM3719,4,62,2.66,81.34,Both,None,Health insurance coverage
SCM3720,4,85.51,2.83,84.94,Online,"Aadhaar, Income Certificate",Employment generation
SCM3721,1,82.65,9.75,60.14,Online,None,Sanitation awareness
SCM3722,1,51.26,6.93,,Offline,"Caste Certificate, Income Certificate",Financial inclusion
SCM3723,2,95.29,9.8,70.07,Online,"Aadhaar, Income Certificate",Skill development
,4,74.32,8.62,43.44,Offline,"Aadhaar, PAN, Bank Passbook",Employment generation
SCM3725,2,92.87,9.32,83.19,Offline,None,Financial inclusion
SCM3726,4,69.54,5.99,94.96,Online,"Caste Certificate, Income Certificate",Health insurance coverage
SCM3727,1,68.77,4.14,64.2,Online,"Aadhaar, Income Certificate",Health insurance coverage
SCM3728,4,56.11,7.65,99.6,Online,None,Technology adoption
SCM3729,1,89.89,1.16,59.96,Online,"Aadhaar, PAN, Bank Passbook",Health insurance coverage
SCM3730,1,50.21,6.79,63.58,Offline,"Aadhaar, PAN, Bank Passbook",Financial inclusion
SCM3731,1,64.48,9.61,77.17,Both,"Aadhaar, Income Certificate",Women empowerment
SCM3732,1,53.63,8.61,43,Offline,"Aadhaar, PAN, Bank Passbook",Education access
SCM3733,2,85.6,2.71,,Online,"Caste Certificate, Income Certificate",Education access
SCM3734,2,85.83,2.15,86.09,Offline,None,Skill development
